Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.AnimationClipEditor.Plugin.Name,,,Animation Editor,Animation Editor,محرر الرسوم المتحركة,Animation-Editor,Editor de animación,Éditeur d'animation,ऐनिमेशन एडिटर,Editor Animasi,Editor animazioni,アニメーション編集,애니메이션 편집기,Edytor animacji,Editor de animação,Редактор анимации,เครื่องมือแก้ไขแอนิเมชัน,Animasyon Düzenleyici,Trình Chỉnh Sửa Hiệu Ứng Động,动画编辑器,动画编辑器,動畫編輯器
Studio.AnimationClipEditor.Plugin.Toolbar,,,Animations,Animations,الرسوم المتحركة,Animationen,Animaciones,Animations,ऐनिमेशंस,Animasi,Animazioni,アニメーション,애니메이션,Animacje,Animações,Анимация,แอนิเมชัน,Animasyonlar,Hiệu Ứng Động,动画,动画,動畫
Studio.AnimationClipEditor.Plugin.Button,,,Animation Editor,Animation Editor,محرر الرسوم المتحركة,Animation-Editor,Editor de animación,Editeur d'animation,ऐनिमेशन एडिटर,Editor Animasi,Editor animazioni,アニメーション編集,애니메이션 편집기,Edytor animacji,Editor de animação,Редактор анимации,เครื่องมือแก้ไขแอนิเมชัน,Animasyon Düzenleyici,Trình Chỉnh Sửa Hiệu Ứng Động,动画编辑器,动画编辑器,動畫編輯器
Studio.AnimationClipEditor.Plugin.Description,,,"Create, preview, and publish Animation clips","Create, preview, and publish Animation clips",إنشاء مقاطع متحركة ومعاينتها ونشرها,"Animationsclips erstellen, in der Vorschau anzeigen und veröffentlichen","Crea, previsualiza y publica clips de animación","Créer, prévisualiser et publier des clips d'animation","ऐनिमेशन क्लिप बनाएँ, प्रीव्यू करें और पब्लिश करें","Buat, preview, dan publikasikan klip Animasi","Crea, visualizza in anteprima e pubblica le clip delle animazioni",アニメーションクリップを作成、プレビュー、公開,"애니메이션 클립 만들기, 미리 보기 및 게시",Twórz i publikuj klipy animowane oraz wyświetlaj ich podglądy,"Criar, visualizar e publicar clips de animação","Создавайте, просматривайте и публикуйте анимационные клипы","สร้าง, ดูตัวอย่าง และเผยแพร่คลิปแอนิเมชัน","Animasyon klibi oluştur, ön izle ve yayınla","Tạo, xem trước và đăng các clip Hiệu Ứng Động",创建、预览和发布动画片段,创建、预览和发布动画片段,創作、預覽和發布動畫片段
Studio.AnimationClipEditor.ContextMenu.AddKeyframeHere,,,Add Keyframe Here,Add Keyframe Here,إضافة إطار رئيسي هنا,Keyframe hier hinzufügen,Añadir fotograma clave aquí,Ajouter des images-clés ici,यहाँ कीफ़्रेम जोड़ें,Tambahkan Keyframe di Sini,Aggiungi key frame qui,ここにキーフレームを追加,여기에 키프레임 추가,Dodaj klatkę kluczową tutaj,Adicionar keyframe aqui,Добавить сюда ключевой кадр,เพิ่มคีย์เฟรมที่นี่,Buraya anahtar kare ekle,Thêm Điểm Chốt Tại Đây,在此处添加关键帧,在此处添加关键帧,在此增加關鍵格
Studio.AnimationClipEditor.ContextMenu.AddResetKeyframe,,,Add Reset Keyframe Here,Add Reset Keyframe Here,إضافة إعادة تعيين الإطار الرئيسي هنا,Keyframe zurücksetzen hier hinzufügen,Añadir fotograma reiniciado aquí,Ajouter l'image-clé réinitialiser ici,यहाँ रीसेट कीफ़्रेम जोड़ें,Tambahkan Keyframe Reset di Sini,Aggiungi key frame di reset qui,ここにキーフレーム再設定を追加,여기에 재설정 키프레임 추가,Dodaj reset klatki kluczowej tutaj,Adicionar keyframe reiniciado aqui,Добавить сюда сброс ключевого кадра,เพิ่มคีย์เฟรมรีเซ็ตที่นี่,Buraya anahtar kare sıfırlama ekle,Thêm Điểm Chốt Đặt Lại Tại Đây,在此处添加重置关键帧,在此处添加重置关键帧,在此增加重置關鍵格
Studio.AnimationClipEditor.ContextMenu.AddKeyframe,,,Add Keyframe,Add Keyframe,إضافة إطار رئيسي,Keyframe hinzufügen,Añadir fotograma clave,Ajouter une image-clé,कीफ़्रेम जोड़ें,Tambahkan Keyframe,Aggiungi key frame,キーフレームを追加,키프레임 추가,Dodaj klatkę kluczową,Adicionar keyframe,Добавить ключевой кадр,เพิ่มคีย์เฟรม,Anahtar kare ekle,Thêm Điểm Chốt,添加关键帧,添加关键帧,增加關鍵格
Studio.AnimationClipEditor.ContextMenu.CutSelected,,,Cut Selected,Cut Selected,قطع المحدد,Auswahl ausschneiden,Cortar seleccionado,Couper Sélectionné,चुने हुए को कट करें,Potong Pilihan,Taglia selezionato,選択済みを切り抜き,선택 항목 잘라내기,Wytnij zaznaczone,Cortar seleção,Вырезать выбранное,ตัดที่เลือกไว้,Seçilenleri kes,Cắt Đối Tượng Đã Chọn,剪切选定项,剪切选定项,剪下選取項目
Studio.AnimationClipEditor.ContextMenu.CopySelected,,,Copy Selected,Copy Selected,نسخ المحدد,Auswahl kopieren,Copiar seleccionado,Copier Sélectionné,चुने हुए को कॉपी करें,Salin Pilihan,Copia selezionato,選択範囲をコピー,선택 항목 복사,Skopiuj zaznaczone,Copiar seleção,Копировать выбранное,คัดลอกที่เลือก,Seçilenleri kopyala,Sao Chép Đối Tượng Đã Chọn,复制选定项,复制选定项,複製選取項目
Studio.AnimationClipEditor.ContextMenu.PasteKeyframes,,,Paste Keyframes,Paste Keyframes,لصق الإطار الرئيسي,Keyframes einfügen,Pegar fotogramas clave,Copier image-clés,कीफ़्रेम पेस्ट करें,Tempel Keyframe,Incolla key frame,キーフレームを貼り付け,키프레임 붙여넣기,Wklej klatki kluczowe,Colar keyframes,Вставить ключевые кадры,วางคีย์เฟรม,Anahtar kare yapıştır,Dán Điểm Chốt,粘贴关键帧,粘贴关键帧,貼上關鍵格
Studio.AnimationClipEditor.ContextMenu.DeleteSelected,,,Delete Selected,Delete Selected,حذف المحدد,Auswahl löschen,Eliminar seleccionado,Supprimer Sélectionné,चुने हुए को डिलीट करें,Hapus Pilihan,Elimina selezionato,選択範囲を削除,선택 항목 삭제,Usuń zaznaczone,Apagar seleção,Удалить выбранное,ลบที่เลือกไว้,Seçilenleri sil,Xóa Đối Tượng Đã Chọn,删除选定项,删除选定项,刪除選取項目
Studio.AnimationClipEditor.ContextMenu.ResetSelected,,,Reset Selected,Reset Selected,إعادة تعيين المحدد,Auswahl zurücksetzen,Reiniciar seleccionado,Réinitialiser Sélectionné,चुने हुए को रीसेट करें,Reset Pilihan,Reimposta selezionato,選択範囲を再設定,선택 항목 재설정,Zresetuj zaznaczone,Reiniciar seleção,Сбросить выбранное,รีเซ็ตที่เลือกไว้,Seçilenleri sıfırla,Đặt Lại Đối Tượng Đã Chọn,重置选定项,重置选定项,重置選取項目
Studio.AnimationClipEditor.ContextMenu.CutEvents,,,Cut Selected,Cut Selected,قطع المحدد,Auswahl ausschneiden,Cortar seleccionado,Couper Sélectionné,चुने हुए को कट करें,Potong Pilihan,Taglia selezionato,選択済みを切り抜き,선택 항목 잘라내기,Wytnij zaznaczone,Cortar seleção,Вырезать выбранное,ตัดที่เลือกไว้,Seçilenleri kes,Cắt Đối Tượng Đã Chọn,剪切选定项,剪切选定项,剪下選取項目
Studio.AnimationClipEditor.ContextMenu.AddEvent,,,Add Animation Event Here,Add Animation Event Here,إضافة حدث رسوم متحركة هنا,Animationsereignis hier hinzufügen,Añadir evento de animación aquí,Ajouter un événement animation ici,ऐनिमेशन इवेंट यहाँ जोड़ें,Tambahkan Peristiwa Animasi di Sini,Aggiungi evento di animazione qui,ここにアニメーションイベントを追加,여기에 애니메이션 이벤트 추가,Dodaj zdarzenie animacji tutaj,Adicionar evento de animação aqui,Добавить сюда событие анимации,เพิ่มกิจกรรมแอนิเมชันที่นี่,Buraya animasyon olayı ekle,Thêm Sự Kiện Hiệu Ứng Động Tại Đây,在此处添加动画事件,在此处添加动画事件,在此增加動畫事件
Studio.AnimationClipEditor.ContextMenu.EditEvents,,,Edit Animation Event,Edit Animation Event,تحرير حدث الرسوم المتحركة,Animationsereignis bearbeiten,Editar evento de animación,Modifier un événement animation,ऐनिमेशन इवेंट एडिट करें,Edit Peristiwa Animasi,Modifica evento di animazione,アニメーションイベントを編集,애니메이션 이벤트 편집,Edytuj zdarzenie animacji,Editar evento de animação,Изменить событие анимации,แก้ไขกิจกรรมแอนิเมชัน,Animasyon olayını düzenle,Chỉnh Sửa Sự Kiện Hiệu Ứng Động,编辑动画事件,编辑动画事件,編輯動畫事件
Studio.AnimationClipEditor.ContextMenu.CopyEvents,,,Copy Selected,Copy Selected,نسخ المحدد,Auswahl kopieren,Copiar seleccionado,Copier Sélectionné,चुने हुए को कॉपी करें,Salin Pilihan,Copia selezionato,選択範囲をコピー,선택 항목 복사,Skopiuj zaznaczone,Copiar seleção,Копировать выбранное,คัดลอกที่เลือก,Seçilenleri kopyala,Sao Chép Đối Tượng Đã Chọn,复制选定项,复制选定项,複製選取項目
Studio.AnimationClipEditor.ContextMenu.PasteEvents,,,Paste Events,Paste Events,لصق الأحداث,Ereignisse einfügen,Pegar eventos,Évènements passés,इवेंट पेस्ट करें,Tempel Peristiwa,Incolla eventi,イベントを貼り付け,이벤트 붙여넣기,Wklej zdarzenia,Colar eventos,Вставить события,วางกิจกรรม,Olayları yapıştır,Dán Sự Kiện,粘贴事件,粘贴事件,貼上事件
Studio.AnimationClipEditor.ContextMenu.DeleteEvents,,,Delete Selected,Delete Selected,حذف المحدد,Auswahl löschen,Eliminar seleccionado,Supprimer Sélectionné,चुने हुए को डिलीट करें,Hapus Pilihan,Elimina selezionato,選択範囲を削除,선택 항목 삭제,Usuń zaznaczone,Apagar seleção,Удалить выбранное,ลบที่เลือกไว้,Seçilenleri sil,Xóa Đối Tượng Đã Chọn,删除选定项,删除选定项,刪除選取項目
Studio.AnimationClipEditor.ContextMenu.DeleteTrack,,,Delete Track,Delete Track,حذف المسار,Spur löschen,Eliminar pista,Supprimer une piste,ट्रैक डिलीट करें,Hapus Trek,Elimina traccia,トラックを削除,트랙 삭제,Usuń ścieżkę,Apagar trilha,Удалить отслеживание,ลบแทร็ก,Parçayı sil,Xóa Bài Hát,删除动画轨迹,删除动画轨迹,刪除影軌
Studio.AnimationClipEditor.ContextMenu.Undo,,,Undo,Undo,تراجع,Rückgängig,Deshacer,Défaire,पहले जैसा करें,Urungkan,Annulla,取り消す,실행 취소,Cofnij,Desfazer,Отменить,ยกเลิก,Geri al,Hoàn Tác,撤消,撤消,復原
Studio.AnimationClipEditor.ContextMenu.Redo,,,Redo,Redo,إعادة,Wiederholen,Rehacer,Refaire,फिर से करें,Ulangi,Ripeti,やり直す,다시 실행,Ponów,Refazer,Вернуть,ทำใหม่,Yinele,Làm Lại,重做,重做,重做
Studio.AnimationClipEditor.ContextMenu.SelectAll,,,Select All,Select All,تحديد الكل,Alles auswählen,Seleccionar todo,Tout sélectionner,सभी को चुनें,Pilih Semua,Seleziona tutto,すべて選択,모두 선택,Zaznacz wszystko,Selecionar tudo,Выбрать все,เลือกทั้งหมด,Tümünü seç,Chọn Tất Cả,全选,全选,全選
Studio.AnimationClipEditor.ContextMenu.DeselectAll,,,Deselect All,Deselect All,إلغاء تحديد الكل,Auswahl aufheben,Anular toda la selección,Tout désélectionner,सभी को चुने हुए से हटाएँ,Batalkan Semua Pilihan,Deseleziona tutto,選択をすべて解除,모두 선택 취소,Odznacz wszystko,Desfazer toda seleção,Отменить выбор всех объектов,ยกเลิกการเลือกทั้งหมด,Tüm seçimleri kaldır,Bỏ Chọn Tất Cả,取消全选,取消全选,取消全選
Studio.AnimationClipEditor.ContextMenu.TogglePlay,,,Toggle Play,Toggle Play,تبديل التشغيل,Wiedergabe umschalten,Alternar reproducción,Appuyer sur Play,'चलाएँ' बटन को टॉगल करें,Nyalakan/Matikan Pemutaran,Attiva/disattiva riproduzione,プレイを切りかえ,플레이 전환,Włącz/wyłącz opcję Zagraj,Alternar reprodução,Переключить воспроизведение,เปิด/ปิดการเล่น,Oynatmayı başlat/durdur,Phát/Tạm Dừng,切换播放,切换播放,切換播放狀態
Studio.AnimationClipEditor.ContextMenu.EditEventName,,,Edit Event Name,Edit Event Name,تغيير اسم الحدث,Ereignisname bearbeiten,Editar nombre del evento,Modifier le nom de l'événement,इवेंट का नाम एडिट करें,Edit Nama Peristiwa,Modifica nome evento,イベント名を編集,이벤트 이름 편집,Edytuj nazwę zdarzenia,Editar nome do evento,Изменить имя события,แก้ไขชื่อกิจกรรม,Olay adını düzenle,Chỉnh Sửa Tên Sự Kiện,编辑事件名称,编辑事件名称,編輯事件名稱
Studio.AnimationClipEditor.ContextMenu.DeleteAllSameEvents,,,Delete All Same Events,Delete All Same Events,حذف جميع الأحداث المتشابهة,Alle gleichen Ereignisse löschen,Eliminar todos los eventos repetidos,Supprimer tous les mêmes évènements,सभी समान इवेंट डिलीट करें,Hapus Semua Peristiwa yang Sama,Elimina tutti gli eventi uguali,すべての重複イベントを削除,동일한 이벤트 모두 삭제,Usuń wszystkie takie same zdarzenia,Apagar todos os eventos repetidos,Удалить такие же события,ลบกิจกรรมที่เหมือนกันทั้งหมด,Aynı tüm etkinlikleri sil,Xóa Tất Cả Các Sự Kiện Giống Nhau,删除全部重复事件,删除全部重复事件,刪除所有相同事件
Studio.AnimationClipEditor.ContextMenu.RenameKeyframe,,,Rename Key Keyframe,Rename Key Keyframe,إعادة تسمية مفتاح الإطار رئيسي,Schlüssel-Keyframe umbenennen,Renombrar clave del fotograma clave,Renommer l'image-clé Clé,"'की' (Key), 'की-फ़्रेम' का नाम बदलें",Ubah Nama Keyframe Penting,Rinomina key frame,主要なキーフレームの名前を変更,키 키프레임 이름 변경,Zmień nazwę klatki kluczowej,Renomear chave do keyframe,Переименовать ключевой кадр,เปลี่ยนชื่อคีย์เฟรมที่สำคัญ,Anahtar kare adını değiştir,Đổi Tên Điểm Chốt Chính,重命名重要关键帧,重命名重要关键帧,重新命名關鍵格
Studio.AnimationClipEditor.ContextMenu.ChangeDuration,,,Change Duration,Change Duration,تغيير المدة,Dauer ändern,Cambiar duración,Changer la durée,अवधि बदलें,Ubah Durasi,Modifica durata,期間を変更,지속 시간 변경,Zmień czas trwania,Mudar duração,Изменить продолжительность,เปลี่ยนระยะเวลา,Süreyi değiştir,Thay Đổi Thời Lượng,更改长度,更改长度,變更長度
Studio.AnimationClipEditor.ContextMenu.EasingStyle,,,Easing Style,Easing Style,أسلوب التيسير,Beschleunigungsstil,Estilo de aceleración,Style allégé,स्टाइल को आसान बनाया जा रहा है,Gaya Penghalusan,Stile di scorrimento,イージングの種類,감속/가속 스타일,Styl łagodzenia,Estilo de aceleração,Стиль упрощения,รูปแบบการเคลื่อนไหว,Hareket Tarzı,Phong Cách Mềm Mại,缓动风格,缓动风格,緩動風格
Studio.AnimationClipEditor.ContextMenu.EasingDirection,,,Easing Direction,Easing Direction,اتجاه التخفيف,Beschleunigungsrichtung,Dirección de aceleración,Direction allégée,निर्देशों को आसान बनाया जा रहा है,Arah Penghalusan,Direzione scorrimento,イージングの方向,감속/가속 방향,Kierunek łagodzenia,Direção de aceleração,Направление упрощения,ทิศทางการเคลื่อนไหว,Hareket Yönü,Hướng Chuyển Động Mềm Mại,缓动方向,缓动方向,緩動方向
Studio.AnimationClipEditor.IKMenu.DisableIK,,,Disable IK,Disable IK,تعطيل IK,IK deaktivieren,Desactivar cinemática inversa (IK),Désactiver IK (cinématique inverse),IK मोड बंद करें,Nonaktifkan IK,Disattiva IK,IKを無効化,IK 비활성화,Wyłącz kinematykę odwrotną,Desativar cinemática inversa (IK),Отключить обратную кинематику,ปิดใช้งาน IK,Ters kinematiği devre dışı bırak,Tắt IK,禁用 IK,禁用 IK,停用 IK
Studio.AnimationClipEditor.IKMenu.EnableIK,,,Enable IK,Enable IK,تمكين IK,IK aktivieren,Activar cinemática inversa (IK),Activer IK (cinématique inverse),IK मोड चालू करें,Aktifkan IK,Abilita IK,IKを有効化,IK 활성화,Włącz kinematykę odwrotną,Ativar cinemática inversa (IK),Включить обратную кинематику,เปิดใช้งาน IK,Ters kinematiği etkinleştir,Bật IK,启用 IK,启用 IK,啟用 IK
Studio.AnimationClipEditor.IKMenu.IKMode,,,IK Mode,IK Mode,وضع IK,IK-Modus,Modo cinemática inversa (IK),Mode IK (cinématique inverse),IK मोड,Mode IK,Modalità IK,IKモード,IK 모드,Tryb kinematyki odwrotnej,Modo cinemática inversa (IK),Режим обратной кинематики,โหมด IK,Ters Kinematik Modu,Chế Độ IK,IK 模式,IK 模式,IK 模式
Studio.AnimationClipEditor.IKMenu.BodyPart,,,Body Part,Body Part,جزء من الجسم,Körperteil,Parte del cuerpo,Partie du corps,बॉडी पार्ट,Bagian Tubuh,Parte del corpo,ボディパーツ,신체 파트,Część ciała,Parte do corpo,Часть тела,ส่วนประกอบร่างกาย,Vücut Parçası,Bộ Phận Cơ Thể,身体部件,身体部件,身體部位
Studio.AnimationClipEditor.IKMenu.FullBody,,,Full Body,Full Body,الجسم بالكامل,Ganzer Körper,Cuerpo entero,Corps entier,फ़ुल बॉडी,Seluruh Tubuh,Corpo intero,全体,전신,Całe ciało,Corpo inteiro,Все тело,เต็มตัว,Tüm Vücut,Toàn Thân,全体,全体,全身
Studio.AnimationClipEditor.IKMenu.ShowTreeview,,,Show Treeview,Show Treeview,عرض شجري,Baumansicht anzeigen,Mostrar Vista de árbol,Afficher l'arborescence,ट्रीव्यू दिखाएँ,Tampilkan Treeview,Mostra visualizzazione ad albero,ツリービューを表示,트리뷰 표시,Pokaż widok drzewa,Mostra vista de árvore,Показать Дерево выбора,แสดง Treeview,Ağaç görünümünü göster,Hiển Thị Cấu Trúc Cây,显示树状图,显示树状图,顯示樹狀檢視
Studio.AnimationClipEditor.IKMenu.Prompt,,,Enable IK to start animating with IK constraints,Enable IK to start animating with IK constraints,تمكين IK لبدء بتصميم رسوم متحركة مع قيود IK,"IK aktivieren, um mit IK-Beschränkungen zu animieren",Activar cinemática inversa (IK) para animar con restricciones de cinemática inversa (IK),Permettre à IK (cinématique inverse) de commencer à animer avec des contraintes IK (cinématique inverse),"IK कंस्ट्रेंट के साथ ऐनिमेटिंग शुरू करने के लिए, IK मोड चालू करें",Aktifkan IK untuk mulai membuat animasi dengan constraint IK,Abilita IK per iniziare ad animare con vincoli IK,IK拘束でアニメ化を開始するにはIK（逆運動）を有効化,IK를 활성화하여 IK 제약으로 애니메이션화 시작,"Włącz kinematykę odwrotną, aby rozpocząć animację z ograniczeniami IK",Ativar cinemática inversa (IK) para animar com restrições de cinemática inversa (IK),"Включить обратную кинематику, чтобы начать анимацию с ограничениями ОК",เปิดใช้งาน IK เพื่อเริ่มการเคลื่อนไหวด้วยข้อจำกัด IK,Ters kinematik kısıtlamalarıyla animasyon yapmaya başlamak için ters kinematiği etkinleştir,Bật IK để bắt đầu tạo hiệu ứng động với các ràng buộc IK,启用 IK 以开始创建使用 IK 约束的动画,启用 IK 以开始创建使用 IK 约束的动画,若要使用 IK 限制創作動畫，請啟用 IK 模式
Studio.AnimationClipEditor.DropdownMenu.CreateNewClip,,,Create New Clip,Create New Clip,إنشاء مقطع جديد,Neuen Clip erstellen,Crear clip nuevo,Créer un nouveau clip,नया क्लिप क्रिएट करें,Buat Klip Baru,Crea nuova clip,新しいクリップを作成,새 클립 만들기,Utwórz nowy klip,Criar novo clip,Создать новый клип,สร้างคลิปใหม่,Yeni klip oluştur,Tạo Clip Mới,创建新片段,创建新片段,創作新片段
Studio.AnimationClipEditor.Title.AnimationEvents,,,Animation Events,Animation Events,أحداث الرسوم المتحركة,Animationsereignisse,Eventos de animación,Événements d'animation,ऐनिमेशन इवेंट्स,Peristiwa Animasi,Eventi di animazione,アニメーションイベント,애니메이션 이벤트,Zdarzenia animacji,eventos de animação,События анимации,กิจกรรมแอนิเมชัน,Animasyon olayları,Sự Kiện Hiệu Ứng Động,动画事件,动画事件,動襪事件
Studio.AnimationClipEditor.Title.EditEvents,,,Edit Animation Events,Edit Animation Events,تحرير أحادث الرسوم المتحركة,Animationsereignisse bearbeiten,Editar eventos de animación,Modifier des événements animation,ऐनिमेशन इवेंट एडिट करें,Edit Peristiwa Animasi,Modifica eventi di animazione,アニメーションイベントを編集,애니메이션 이벤트 편집,Edytuj zdarzenia animacji,Editar eventos de animação,Изменить события анимации,แก้ไขกิจกรรมแอนิเมชัน,Animasyon olaylarını düzenle,Chỉnh Sửa Sự Kiện Hiệu Ứng Động,编辑动画事件,编辑动画事件,編輯動畫事件
Studio.AnimationClipEditor.Title.EventName,,,Event Name,Event Name,اسم الحدث,Ereignisname,Nombre del evento,Nom de l'événement,इवेंट का नाम,Nama Peristiwa,Nome evento,イベント名,이벤트 이름,Nazwa zdarzenia,Nome do evento,Название события,ชื่อกิจกรรม,Olay adı,Tên Sự Kiện,事件名称,事件名称,事件名稱
Studio.AnimationClipEditor.Title.Parameter,,,Parameter,Parameter,المعلمة,Parameter,Parámetro,Paramètre,पैरामीटर,Parameter,Parametro,パラメータ,매개 변수,Parametr,Parâmetro,Параметр,พารามิเตอร์,Parametre,Tham Số,参数,参数,參數
Studio.AnimationClipEditor.Title.AddEvent,,,Add Event,Add Event,إضافة حدث,Ereignis hinzufügen,Añadir evento,Ajouter un événement,इवेंट जोड़ें,Tambahkan Peristiwa,Aggiungi evento,イベントを追加,이벤트 추가,Dodaj zdarzenie,Adicionar evento,Добавить событие,เพิ่มกิจกรรม,Olay ekle,Thêm Sự Kiện,添加事件,添加事件,新增事件
Studio.AnimationClipEditor.Title.Error,,,Error,Error,خطأ,Fehler,Error,Erreur,गड़बड़ी,Eror,Errore,エラー,오류,Błąd,Erro,Ошибка,เกิดข้อผิดพลาด,Hata,Lỗi,错误,错误,錯誤
Studio.AnimationClipEditor.Title.CreateNew,,,Create New Animation,Create New Animation,إنشاء رسم متحرك جديد,Neue Animation erstellen,Crear animación nueva,Créer une nouvelle animation,नया ऐनिमेशन क्रिएट करें,Buat Animasi Baru,Crea una nuova animazione,新しいアニメーションを作成,새 애니메이션 만들기,Utwórz nową animację,Criar nova animação,Создать новую анимацию,สร้างแอนิเมชันใหม่,Yeni animasyon oluştur,Tạo Hiệu Ứng Động Mới,创建新动画,创建新动画,創作新動畫
Studio.AnimationClipEditor.Title.SaveAsNew,,,Save As New Animation,Save As New Animation,حفظ كرسم متحرك جديد,Als neue Animation speichern,Guardar como animación nueva,Sauvegarder comme une nouvelle animation,नए ऐनिमेशन के रूप में सेव करें,Simpan Sebagai Animasi Baru,Salva come nuova animazione,新しいアニメーションとして保存,새 애니메이션으로 저장,Zapisz jako nową animację,Salvar como nova animação,Сохранить как новую анимацию,บันทึกเป็นแอนิเมชันใหม่,Yeni animasyon olarak kaydet,Lưu Dưới Dạng Hiệu Ứng Động Mới,另存为新动画,另存为新动画,另存新動畫
Studio.AnimationClipEditor.Title.ConfirmSave,,,Do you want to save this animation file?,Do you want to save this animation file?,هل تريد حفظ ملف الرسوم المتحركة هذا؟,Möchtest du diese Animationsdatei speichern?,¿Quieres guardar este archivo de animación?,Voulez-vous sauvegarder ce fichier d'animation ?,इस ऐनिमेशन फ़ाइल को सेव करना है?,Kamu ingin menyimpan file animasi ini?,Vuoi salvare questo file di animazione?,このアニメーションファイルを保存しますか？,이 애니메이션 파일을 저장할까요?,Czy chcesz zapisać ten plik animacji?,Salvar arquivo de animação?,Сохранить файл этой анимации?,คุณต้องการบันทึกไฟล์แอนิเมชันนี้หรือไม่?,Animasyon dosyasını kaydetmek istiyor musun?,Bạn có muốn lưu tệp hiệu ứng động này không?,是否保存此动画文件?,是否保存此动画文件?,要儲存此動畫檔案嗎？
