Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.CommandBar.Label.RunCommandInStandaloneDM,,,Run command in Standalone DataModel,Run command in Standalone DataModel,تشغيل الأمر في نموذج DataModel المستقل,Befehl im eigenständigen Datenmodell ausführen,Ejecuta el comando en el DataModel independiente,Exécuter la commande en mode Standalone DataModel,कमांड को स्टैंडअलोन DataModel में चलाएँ,Jalankan perintah di Standalone DataModel,Esegui comando nel modello di dati stand-alone,独立型 DataModel でコマンドを実行,독립형 DataModel에서 명령 실행,Uruchom polecenie w autonomicznym DataModel,Executar comando em DataModel autônomo,,เรียกใช้คำสั่งในโมเดลข้อมูลแบบสแตนด์อโลน,Komutu Bağımsız Veri Modeli'nde çalıştır,Chạy lệnh trong DataModel độc lập,在独立数据模型中运行命令,在独立数据模型中运行命令,在獨立 DataModel 中執行指令
Studio.CommandBar.Label.Standalone,,,Standalone,Standalone,مستقل,Standalone,Independiente,Unique,स्टैंडअलोन,Standalone,Standalone,独立型,독립 실행형,Autonomiczny,Autônomo,,สแตนด์อโลน,Bağımsız,Độc lập,独立节点,独立节点,獨立
Studio.CommandBar.Label.CommandBarRun,,,Command Bar Run,Command Bar Run,تشغيل شريط الأوامر,Befehlsleiste ausführen,Ejecutar barra de comandos,Exécution barre de commande,कमांड बार रन,Eksekusi Panel Perintah,Esecuzione barra comandi,コマンドバー実行,명령 모음 실행,Uruchomienie z paska poleceń,Execução da barra de comando,,เรียกใช้แถบคำสั่ง,Komut Çubuğu Çalıştır,Lượt chạy thuộc thanh lệnh,命令栏运行,命令栏运行,指令列執行
Studio.CommandBar.Label.Run,,,Run,Run,,Ausführen,Ejecutar,Exécuter,रन करें,Lari,Esegui,走る,실행,Uruchom,Correr,,Run,Çalıştır,Chạy,运行,运行,執行
Studio.CommandBar.Label.ExecuteCommandTooltip,,,Execute command %1,Execute command %1,,Befehl %1 ausführen,Ejecutar comando %1,Exécuter la commande %1,कमांड %1 को रन करता है,Jalankan perintah %1,Esegui comando %1,%1 コマンドを実行,명령어 %1 실행,Wykonaj polecenie %1,Executar comando %1,,เรียกใช้คำสั่ง %1,%1 komutunu yürüt,Thực hiện lệnh %1,执行命令 %1,执行命令 %1,執行指令 %1
Studio.CommandBar.Label.SwitchToSinglelineTooltip,,,Switch to single-line mode,Switch to single-line mode,,Wechsle in den einzeiligen Modus,Cambiar al modo de una sola línea,Basculer en mode ligne simple,सिंगल-लाइन मोड पर स्विच करता है,Beralih ke mode baris tunggal,Passa alla modalità a riga singola,単一行モードに切りかえ,싱글 라인 모드로 전환,Przełącz na tryb jednowierszowy,Alternar para modo de linha única,,เปลี่ยนเป็นโหมดบรรทัดเดียว,Tek satırlı moda geç,Chuyển sang chế độ đơn dòng,切换至单行模式,切换至单行模式,切換到單行模式
Studio.CommandBar.Label.SwitchToMultilineTooltip,,,Switch to multi-line mode,Switch to multi-line mode,,Wechsle in den mehrzeiligen Modus,Cambiar al modo multilínea,Basculer en mode multi-lignes,मल्टी-लाइन मोड पर स्विच करता है,Beralih ke mode multibaris,Passa alla modalità a più righe,複数行モードに切りかえ,멀티 라인 모드로 전환,Przełącz na tryb wielowierszowy,Mudar para modo multi-linhas,,เปลี่ยนเป็นโหมดหลายบรรทัด,Çok satırlı moda geç,Chuyển sang chế độ đa dòng,切换至多行模式,切换至多行模式,切換到多行模式
Studio.CommandBar.Label.PlaceholderText,,,Type a command or use %1+%2/%3 for history,Type a command or use %1+%2/%3 for history,,"Gib einen Befehl ein oder verwende %1+%2/%3, um den Verlauf anzuzeigen.",Escribir un comando o usar %1+%2/%3 para el historial,Taper une commande ou utiliser %1+%2/%3 pour l'historique,कमांड टाइप करें या हिस्ट्री के लिए %1+%2/%3 का इस्तेमाल करें,Ketik perintah atau gunakan %1+%2/%3 untuk riwayat,Digita un comando o usa %1+%2/%3 per la cronologia,コマンドを入力するか、%1+%2/%3で履歴を表示してください,명령을 입력하거나 히스토리에 %1+%2/%3를 사용하세요.,"Wpisz polecenie lub użyj %1+%2/%3, aby przejść do historii",Digite um comando ou use %1+%2/%3 para acessar o histórico,,พิมพ์คำสั่งหรือใช้ %1+%2/%3 เพื่อดูประวัติ,Bir komut yaz veya geçmiş için %1+%2/%3 kısayolunu kullan,Nhập lệnh hoặc dùng %1+%2/%3 để xem lịch sử,输入命令或使用 %1+%2/%3 查看历史记录,输入命令或使用 %1+%2/%3 查看历史记录,輸入指令或使用 %1+%2/%3 瀏覽紀錄
Studio.CommandBar.Label.RunWithShortcut,,,Run %1%2,Run %1%2,,%1%2 ausführen,Ejecutar %1%2,Exécuter %1%2,%1%2 रन करें,Jalankan %1%2,Esegui %1%2,%1%2を実行,%1%2 실행,Uruchom %1%2,Executar %1%2,,เรียกใช้ %1%2,%1%2 komutunu çalıştır,Chạy %1%2,运行 %1%2,运行 %1%2,執行 %1%2
Studio.CommandBar.Label.PlaceholderTextWithShortcut,,,Execute a command with %1%2 or use %3+%4/%5 for history,Execute a command with %1%2 or use %3+%4/%5 for history,,Führe mit %1%2 einen Befehl aus oder greife mit %3+%4/%5 auf den Verlauf zu.,Ejecutar un comando con %1%2 o usar %3+%4/%5 para el historial,Exécuter une commande avec %1%2 ou utiliser %3+%4/%5 pour l'historique,%1%2 के साथ कमांड चलाएँ या हिस्ट्री के लिए %3+%4/%5 का इस्तेमाल करें,Jalankan perintah dengan %1%2 atau gunakan %3+%4/%5 untuk riwayat,Esegui un comando con %1%2 o usa %3+%4/%5 per la cronologia,%1%2でコマンドを実行するか、%3+%4/%5で履歴を表示してください,%1%2로 명령을 실행하거나 히스토리에 %3+%4/%5를 사용하세요.,"Wykonaj polecenie za pomocą %1%2 lub użyj %3+%4/%5, aby przejść do historii",Execute um comando com %1%2 ou use %3+%4/%5 para acessar o histórico,,เรียกใช้คำสั่งด้วย %1%2 หรือใช้ %3+%4/%5 เพื่อดูประวัติ,%1%2 ile bir komutu yürüt veya geçmişe erişmek için %3+%4/%5 kısayolunu kullan,Thực thi lệnh bằng %1%2 hoặc dùng %3+%4/%5 để xem lịch sử,使用 %1%2 执行命令，或使用 %3+%4/%5 查看历史记录,使用 %1%2 执行命令，或使用 %3+%4/%5 查看历史记录,使用 %1%2 執行命令，或使用 %3+%4/%5 瀏覽紀錄
