Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.Framework.AssetPreview.Creator,,,Creator,Creator,المصمّم,Creator,Creador,Créateur,क्रिएटर,Kreator,Creatore,クリエーター,크리에이터,Twórca,Criador,,ครีเอเตอร์,Oluşturan,Nhà Sáng Tạo,创作者,创作者,創作者
Studio.Framework.AssetPreview.Created,,,Created,Created,تاريخ الإنشاء,Erstellt,Creado,Créé,क्रिएट किया गया,Dibuat,Creazione riuscita,作成済み,만든 날짜,Utworzono,Criado,,สร้างเมื่อ,Oluşturma Tarihi,Đã Tạo,已创建,已创建,創作日期
Studio.Framework.AssetPreview.LastUpdated,,,Last Updated,Last Updated,آخر تحديث,Zuletzt aktualisiert,Última actualización,Dernière mise à jour,पिछला अपडेट,Terakhir Di-update,Ultimo aggiornamento,最終更新,마지막 업데이트일,Ostatnia aktualizacja,Última atualização,,อัปเดตล่าสุด,Son Güncelleme,Cập Nhật Gần Nhất,上次更新,上次更新,最後更新日期
Studio.Framework.AssetPreview.AllGenre,,,All,All,الكل,Alle,Todo,Tout,सभी,Semua,Tutto,すべて,전체,Wszystko,Tudo,,ทั้งหมด,Tümü,Tất Cả,全部,全部,全部
Studio.Framework.AssetPreview.Genre,,,Genre,Genre,نوع التجربة,Genre,Género,Genre,कैटगरी,Genre,Genere,ジャンル,장르,Gatunek,Gênero,,ประเภท,Tür,Thể Loại,类型,类型,類別
Studio.Framework.AssetPreview.Resolution,,,Resolution,Resolution,الدقة,Auflösung,Resolución,Résolution,रिज़ॉल्यूशन,Resolusi,Risoluzione,解像度,해상도,Rozdzielczość,Resolução,,ความละเอียด,Çözünürlük,Độ Phân Giải,分辨率,分辨率,解析度
Studio.Framework.Favorites.FlooredCountInThousands,,,{count:int}k+,{count:int}k+,{count:int}k+,{count:int}k+,{count:int}000+,{count:int}000+,{count:int} हज़ार से ज़्यादा,{count:int} ribu+,{count:int}k+,{count:int}000+,{count:int}000+,Ponad {count:int} tys.,{count:int}000+,,{count:int}k+,{count:int} bin+,hơn {count:int}k,{count:int}000+,{count:int}000+,{count:int}k+
Studio.Framework.VoteBar.VoteCount,,,{count:int} VOTES,{count:int} VOTES,{count:int} أصوات,{count:int} STIMMEN,{count:int} VOTOS,{count:int} VOTES,{count:int} वोट,{count:int} SUARA,{count:int} VOTI,{count:int} 票,{count:int} 표,{count:int} GŁOSY(-ÓW),{count:int} VOTOS,,{count:int} โหวต,{count:int} OY,{count:int} PHIẾU BẦU,{count:int} 票,{count:int} 票,{count:int} 票
Studio.Framework.PageNavigation.FirstPage,,,First page,First page,الصفحة الأولى,Erste Seite,Primera página,Première page,पहला पेज,Halaman pertama,Prima pagina,最初のページ,첫 페이지,Pierwsza strona,Primeira página,,หน้าแรก,İlk sayfa,Trang đầu tiên,首页,首页,首頁
Studio.Framework.PageNavigation.LastPage,,,Last page,Last page,الصفحة الأخيرة,Letzte Seite,Última página,Dernière page,अंतिम पेज,Halaman terakhir,Ultima pagina,最後のページ,마지막 페이지,Ostatnia strona,Última página,,หน้าสุดท้าย,Son sayfa,Trang cuối cùng,尾页,尾页,末頁
