Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.AssetImporter.Plugin.Name,,,AssetImporter,AssetImporter,AssetImporter,AssetImporter,AssetImporter,AssetImporter,AssetImporter,AssetImporter,Importatore Asset,アセットインポーター,AssetImporter,AssetImporter,Importador de ativos,,AssetImporter,Varlık Aktarıcı,Trình Nhập Tài Sản,AssetImporter,AssetImporter,AssetImporter
Studio.AssetImporter.Plugin.Toolbar,,,Mesh Importer,Mesh Importer,أداة استيراد Mesh,Mesh-Importer,Importador de mallas,Importation de maillage,मेश इंपोर्टर,Pengimpor Mesh,Importazione mesh,メッシュインポーター,메시 임포터,Importowanie siatki,Importador de malhas,,เครื่องมือนำเข้าเมช,Mesh Aktarıcı,Trình Nhập Mesh,网格导入器,网格导入器,網格編輯器
Studio.AssetImporter.Plugin.Button,,,Import,Import,استيراد,Importieren,Importar,Importation,इंपोर्ट करें,Impor,Importa,インポートする,가져오기,Importuj,Importar,,นำเข้า,İçe aktar,Nhập,导入,导入,匯入
Studio.AssetImporter.Plugin.Description,,,Import a mesh rig or avatar from a file using the import UI.,Import a mesh rig or avatar from a file using the import UI.,استيراد mesh rig أو أفاتار من ملف باستخدام واجهة مستخدم الاستيراد.,Ein Mesh-Rig oder einen Avatar aus einer Datei über die Import-UI importieren.,Importa una malla de rig o avatar desde un archivo usando la interfaz de usuario de importación.,Importer une rig de maillage ou un avatar à partir d'un fichier en utilisant l'interface d'importation.,इंपोर्ट UI का उपयोग करके फ़ाइल से मेश रिग या अवतार इंपोर्ट करें.,Impor rig mesh atau avatar dari file menggunakan UI impor.,Importa un mesh rig o un avatar da un file usando l'interfaccia utente di importazione.,インポート UI を使用して、メッシュリグまたはアバターをファイルからインポート。,가져오기 UI를 사용해 파일에서 메시 리그 또는 아바타를 가져옵니다.,"Zaimportuj szkielet siatki lub awatara z pliku, korzystając z interfejsu graficznego do importowania.",Importe uma rig de malha ou de avatar de um arquivo usando a interface de importação.,,"นำเข้า ""Rig เมช"" หรืออวาตาร์จากไฟล์โดยใช้ UI การนำเข้า",İçe aktarım UI'ını kullanarak dosyadan mesh düzeneği ya da avatar aktar.,Nhập một khung xương mesh hoặc avatar từ một tệp bằng cách sử dụng UI nhập.,使用导入界面从文件导入网格骨架或虚拟形象。,使用导入界面从文件导入网格骨架或虚拟形象。,使用匯入 UI 從檔案匯入網格骨架或虛擬人偶。
Studio.AssetImporter.Plugin.Browse,,,Browse...,Browse...,استعراض...,Durchsuchen ...,Buscar...,Recherche...,ब्राउज़ करें...,Jelajahi...,Sfoglia...,閲覧する...,둘러보기...,Przeglądaj...,Procurar...,,เรียกดู...,Göz at...,Duyệt...,浏览...,浏览...,瀏覽……
Studio.AssetImporter.Plugin.ImportConfiguration,,,Settings for the current import,Settings for the current import,إعدادات الاستيراد الحالي,Einstellungen für den aktuellen Import,Configuración para la importación actual,Paramètres de l'importation actuelle,मौजूदा इंपोर्ट के लिए सेटिंग्स,Pengaturan untuk impor saat ini,Impostazioni per l'importazione attuale,現在のインポートの設定,현재 가져오기 설정,Ustawienia bieżącego importu,Configurações para a importação atual,,การตั้งค่าสำหรับการนำเข้าปัจจุบัน,Mevcut içe aktarım ayarları,Cài đặt cho lần nhập hiện tại,当前导入的设置,当前导入的设置,目前匯入設定
Studio.AssetImporter.TreeViewToolbar.Expand,,,Expand,Expand,توسيع,Erweitern,Ampliar,Étendre,बड़ा करें,Perluas,Espandi,展開する,확장,Rozwiń,Expandir,,ขยาย,Genişlet,Mở Rộng,扩展,扩展,展開
Studio.AssetImporter.TreeViewToolbar.Collapse,,,Collapse,Collapse,طي,Minimieren,Contraer,Réduire,छोटा करें,Ciutkan,Comprimi,折り畳み表示,축소,Zwiń,Recolher,,ย่อ,Daralt,Thu Gọn,收起,收起,摺疊
Studio.AssetImporter.AssetImportTree.Contains,,,Contains %d %s,Contains %d %s,يحتوي على %d %s,Enthält %d %s,Contiene %d %s,Contient %d %s,इसमें %d %s शामिल हैं,Berisi %d %s,Contiene %d %s,%d %s が含まれています,%d %s 포함,Zawiera: %d %s,Contém %d %s,,มี %d %s,%d %s içerir,Chứa %d %s,包含 %d %s,包含 %d %s,包含 %d %s
Studio.AssetImporter.AssetImportTree.Descendants,,,Descendants contain %d %s,Descendants contain %d %s,تحتوي التوابع على %d %s,Untergeordnete Elemente enthalten %d %s,Los descendientes contienen %d %s,Les descendants contiennent %d %s,डिसेंडेंट्स में %d %s शामिल हैं,Descendant berisi %d %s,I discendenti contengono %d %s,子孫に %d %s が含まれています,하위 항목에 %d %s(이)가 포함되어 있습니다,Elementy podrzędne zawierają: %d %s,Descendentes contém %d %s,,Descendant มี %d %s,Alt öğeler %d %s içerir,Đối Tượng Hậu Duệ chứa %d %s,后代包含 %d %s,后代包含 %d %s,後代包含 %d %s
Studio.AssetImporter.AssetImportTree.Errors,,,error(s),error(s),خطأ (أخطاء),Fehler,error(es),erreur(s),गड़बड़ी (गड़बड़ियाँ),eror,errore(i),エラー,오류,bł.,erro(s),,ข้อผิดพลาด,hata,lỗi,错误,错误,錯誤
