Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.LocalizationTools.Plugin.RibbonBarButton,,,Tools,Tools,الأدوات,Werkzeuge,Herramientas,Outils,टूल्स,Alat,Strumenti,ツール,도구,Narzędzia,Ferramentas,Инструменты,เครื่องมือ,Araçlar,Công Cụ,工具,工具,工具
Studio.LocalizationTools.Plugin.WindowTitle,,,Localization Tools,Localization Tools,أدوات التعريب,Lokalisierungswerkzeuge,Herramientas de Localización,Outils de localisation,लोकलाइज़ेशन टूल्स,Alat Pelokalan,Strumenti di localizzazione,多言語化ツール,로컬라이제이션 도구,Narzędzia do lokalizacji,Ferramentas de localização,Инструменты локализации,เครื่องมือการแปล,Yerelleştirme Araçları,Công Cụ Bản Địa Hóa,本地化工具,本地化工具,在地化工具
Studio.LocalizationTools.Plugin.ToolbarLabel,,,Localization,Localization,التعريب,Lokalisierung,Localización,Localisation,लोकलाइज़ेशन,Pelokalan,Localizzazione,多言語化,로컬라이제이션,Lokalizacja,Localização,Локализация,การแปล,Yerelleştirme,Bản Địa Hóa,本地化,本地化,在地化
Studio.LocalizationTools.Plugin.ToolTipMessage,,,Hide/show the Localization Tools View,Hide/show the Localization Tools View,إخفاء/إظهار أدوات التعريب,Lokalisierungs-Tools-Ansicht anzeigen/ausblenden,Oculta o muestra la visualización de las herramientas de Localización,Cacher/afficher vue des outils de localisation,लोकलाइज़ेशन टूल्स व्यू छिपाएँ/दिखाएँ,Sembunyikan/tampilkan Tampilan Alat Pelokalan,Mostra/nascondi visuale degli strumenti di localizzazione,多言語化ツールの非表示/表示,로컬라이제이션 도구 보기 숨기기/표시,Ukryj/pokaż narzędzia do lokalizacji,Exibir ou ocultar a visualização das ferramentas de localização,Показать/скрыть обзор инструментов локализации,ซ่อน/แสดงมุมมองเครื่องมือการแปล,Yerelleştirme Araçları Görünümünü gizle/göster,Ẩn/hiển thị Chế Độ Xem Công Cụ Bản Địa Hóa,隐藏/显示本地化工具视图,隐藏/显示本地化工具视图,隱藏 / 顯示在地化工具檢視模式
Studio.LocalizationTools.EmbeddedTableSection.TextCaptureStartText,,,Start untranslated text capture,Start untranslated text capture,بدء التقاط النص غير المترجم,Erfassung unübersetzter Texte starten,Empezar la captura del texto no traducido,Commencer la saisie du texte non traduit,बिना अनुवाद किया गया टेक्स्ट कैप्चर करना शुरू करें,Mulai mengambil teks yang tidak diterjemahkan,Inizia cattura del testo non tradotto,未翻訳のテキスト抽出を開始,번역되지 않은 텍스트 캡처 시작,Rozpocznij przechwytywanie nieprzetłumaczonego tekstu,Iniciar captura de texto não traduzido,Начать захват непереведённого текста,เริ่มการดึงข้อความที่ยังไม่ได้แปล,Çevrilmemiş metin yakalamayı başlat,Bắt đầu ghi lại văn bản chưa được dịch,开始抓取未翻译的文本,开始抓取未翻译的文本,開始擷取未翻譯文字
Studio.LocalizationTools.EmbeddedTableSection.TextCaptureStopText,,,Stop untranslated text capture,Stop untranslated text capture,إيقاف التقاط النص غير المترجم,Erfassung unübersetzter Texte stoppen,Detener la captura del texto no traducido,Arrêter la saisie texte non traduit,बिना अनुवाद किया गया टेक्स्ट कैप्चर करना बंद करें,Berhenti mengambil teks yang tidak diterjemahkan,Interrompi cattura del testo non tradotto,未翻訳のテキスト抽出を終了,번역되지 않은 텍스트 캡처 중지,Zatrzymaj przechwytywanie nieprzetłumaczonego tekstu,Parar captura de texto não traduzido,Остановить захват непереведённого текста,หยุดการดึงข้อความที่ยังไม่ได้แปล,Çevrilmemiş metin yakalamayı durdur,Dừng ghi lại văn bản chưa được dịch,停止抓取未翻译的文本,停止抓取未翻译的文本,停止擷取未翻譯文字
Studio.LocalizationTools.EmbeddedTableSection.SectionLabel,,,Embedded Localization Table,Embedded Localization Table,جدول التعريب المتضمن,Eingebettete Lokalisierungstabelle,Tabla de localización insertada,Tableau de localization intégré,एम्बेडेड लोकलाइज़ेशन टेबल,Tabel Pelokalan Bawaan,Tabella di localizzazione incorporata,埋め込み済み多言語化テーブル,임베디드 로컬라이제이션 테이블,Osadzona tabela lokalizacji,Tabela de localização integrada,Встроенная локализационная таблица,ตารางการแปลที่ฝังไว้,Gömülü Yerelleştirme Tablosu,Bảng Bản Địa Hóa Nhúng,嵌入本地化表格,嵌入本地化表格,內嵌在地化表格
Studio.LocalizationTools.EmbeddedTableSection.TextCaptureButton,,,Text Capture,Text Capture,التقاط النص,Texterfassung,Captura del texto,Capture de texte,टेक्स्ट कैप्चर,Ambil Teks,Cattura testo,テキスト抽出,텍스트 캡처,Przechwytywanie tekstu,Captura de texto,Захват текста,การดึงข้อความ,Metin Yakalama,Ghi Lại Văn Bản,文本抓取,文本抓取,文字擷取
Studio.LocalizationTools.EmbeddedTableSection.ExportButton,,,Export,Export,تصدير,Exportieren,Exportar,Exporter,एक्सपोर्ट करें,Ekspor,Esporta,書き出す,내보내기,Eksportuj,Exportar,Экспорт,ส่งออก,Dışa Aktar,Xuất,导出,导出,匯出
Studio.LocalizationTools.EmbeddedTableSection.ImportButton,,,Import,Import,استيراد,Importieren,Importar,Importer,इंपोर्ट करें,Impor,Importa,インポート,가져오기,Importuj,Importar,Импорт,นำเข้า,İçe Aktar,Nhập,导入,导入,匯入
