Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.GameSettings.General.PluginName,,,Game Settings,Game Settings,إعدادات اللعبة,Spieleinstellungen,Configuración del juego,Paramètres jeu,गेम सेटिंग,Pengaturan Game,Impostazioni gioco,ゲームの設定,게임 설정,Ustawienia gry,Configurações do jogo,Настройки игры,การตั้งค่าเกม,Oyun Ayarları,Cài Đặt Trò Chơi,游戏设置,游戏设置,遊戲設定
Studio.GameSettings.General.PluginDescription,,,Update settings related to current game,Update settings related to current game,تحديث الإعدادات المتعلقة باللعبة الحالية,Einstellungen für aktuelles Spiel aktualisieren,Actualizar configuración relacionada al juego actual,Mettre à jour les paramètres relatifs au jeu en cours,मौजूदा गेम से संबंधित सेटिंग अपडेट करें,Update pengaturan terkait game saat ini,Aggiorna le impostazioni del gioco attuale,現在のゲームに関連した設定を更新,현재 게임과 관련된 설정 업데이트,Zaktualizuj ustawienia związane z bieżącą grą,Atualizar as configurações relativas ao jogo atual,Обновить настройки текущей игры,อัปเดตการตั้งค่าที่เกี่ยวข้องกับเกมปัจจุบัน,Mevcut oyunla ilgili ayarları güncelle,Cập nhật cài đặt liên quan đến trò chơi hiện tại,更新当前游戏的相关设置,更新当前游戏的相关设置,更新與目前遊戲相關的設定
Studio.GameSettings.General.SettingOn,,,On,On,تشغيل,Ein,Activado,Activé,चालू है,Nyala,Attivato,有効化,켜기,Wł.,Ligado,Вкл.,เปิด,Açık,Bật,开启,开启,開啟
Studio.GameSettings.General.SettingOff,,,Off,Off,تعطيل,Aus,Desactivado,Désactivé,बंद है,Mati,Disattivato,オフ,끄기,Wył.,Desligado,Выкл.,ปิด,Kapalı,Tắt,关闭,关闭,關閉
Studio.GameSettings.General.ReplyYes,,,Yes,Yes,نعم,Ja,Sí,Oui,हाँ,Ya,Sì,はい,예,Tak,Sim,Да,ใช่,Evet,Có,是,是,是
Studio.GameSettings.General.ReplyNo,,,No,No,لا,Nein,No,Non,नहीं,Tidak,No,いいえ,아니요,Nie,Não,Нет,ไม่,Hayır,Không,否,否,否
Studio.GameSettings.General.ReplyOK,,,OK,OK,موافق,OK,Está bien,OK,ठीक है,OK,OK,OK,확인,OK,OK,ОК,ตกลง,Tamam,OK,确认,确认,確定
Studio.GameSettings.General.ReplyAgree,,,Agree,Agree,موافق,Zustimmen,Estoy de acuerdo,Accepter,सहमत,Setuju,Accetto,同意する,동의,Zgadzam się,Concordar,Принять,ยอมรับ,Kabul et,Đồng Ý,同意,同意,同意
Studio.GameSettings.General.ReplyDisagree,,,Disagree,Disagree,لا أوافق,Ablehnen,Estoy en desacuerdo,Refuser,असहमत,Tidak Setuju,Non accetto,同意しない,비동의,Nie zgadzam się,Discordar,Отклонить,ไม่ยอมรับ,Reddet,Không Đồng Ý,不同意,不同意,不同意
Studio.GameSettings.General.ButtonSave,,,Save,Save,حفظ,Speichern,Guardar,Enregistrer,सेव करें,Simpan,Salva,保存,저장,Zapisz,Salvar,Сохранить,บันทึก,Kaydet,Lưu,保存,保存,儲存
Studio.GameSettings.General.ButtonCancel,,,Cancel,Cancel,إلغاء,Abbrechen,Cancelar,Annuler,कैंसिल करें,Batalkan,Annulla,キャンセル,취소,Anuluj,Cancelar,Отмена,ยกเลิก,İptal,Hủy Bỏ,取消,取消,取消
Studio.GameSettings.General.ButtonDiscard,,,Discard,Discard,تجاهل,Verwerfen,Descartar,Supprimer,खारिज करें,Hapus,Elimina,破棄,제거,Odrzuć,Descartar,Сбросить,ยกเลิก,Vazgeç,Loại Bỏ,丢弃,丢弃,捨棄
Studio.GameSettings.General.CategoryBasicInfo,,,Basic Info,Basic Info,معلومات أساسية,Grundlegende Infos,Información básica,Infos de base,बुनियादी जानकारी,Info Dasar,Informazioni di base,基本情報,기본 정보,Podstawowe informacje,Informações básicas,Основные сведения,ข้อมูลพื้นฐาน,Temel Bilgiler,Thông Tin Cơ Bản,基础信息,基础信息,基本資訊
Studio.GameSettings.General.CategoryAvatar,,,Avatar,Avatar,أفاتار,Avatar,Avatar,Avatar,अवतार,Avatar,Avatar,アバター,아바타,Awatar,Avatar,Аватар,อวาตาร์,Avatar,Avatar,虚拟形象,虚拟形象,虛擬人偶
Studio.GameSettings.General.CategoryWorld,,,World,World,العالم,Welt,Mundo,Monde,दुनिया,Dunia,Mondo,世界,월드,Świat,Mundo,Мир,โลก,Dünya,Thế Giới,世界,世界,世界
Studio.GameSettings.General.CategoryOptions,,,Options,Options,الخيارات,Optionen,Opciones,Options,ऑप्शन,Opsi,Opzioni,オプション,옵션,Opcje,Opções,Параметры,ตัวเลือก,Seçenekler,Tùy Chọn,选项,选项,選項
Studio.GameSettings.General.TitleName,,,Name,Name,الاسم,Name,Nombre,Nom,नाम,Nama,Nome,名前,이름,Nazwa,Nome,Имя,ชื่อ,Ad,Tên,名称,名称,名稱
Studio.GameSettings.General.TitleDescription,,,Description,Description,الوصف,Beschreibung,Descripción,Description,विवरण,Deskripsi,Descrizione,説明,설명,Opis,Descrição,Описание,คำอธิบาย,Açıklama,Mô Tả,描述,描述,說明
Studio.GameSettings.General.TitlePlayability,,,Playability,Playability,قابلية اللعب,Spielbarkeit,Jugabilidad,Jouabilité,खेलने की योग्यता,Bisa Dimainkan,Giocabilità,プレイヤビリティ,플레이 가능 여부,Możliwość grania,Jogabilidade,Играемость,สิทธิ์ในการเล่น,Oynanabilirlik,Khả năng chơi,游戏受众,游戏受众,權限
Studio.GameSettings.General.TitleGameIcon,,,Game Icon,Game Icon,أيقونة اللعبة,Spielsymbol,Ícono del juego,Icône jeu,गेम का आइकॉन,Ikon Game,Icona di gioco,ゲームアイコン,게임 아이콘,Ikona gry,Ícone do jogo,Значок игры,ไอคอนเกม,Oyun Simgesi,Biểu Tượng Trò Chơi,游戏图标,游戏图标,遊戲圖示
Studio.GameSettings.General.TitleThumbnails,,,Screenshots & Videos,Screenshots & Videos,لقطات الشاشة ومقاطع الفيديو,Screenshots und Videos,Capturas de pantalla y videos,Captures d'écran et vidéos,स्क्रीनशॉट और वीडियो,Screenshot & Video,Screenshot e video,スクリーンショットとビデオ,스크린샷 및 동영상,Zrzuty ekranu i filmy,Capturas de tela e vídeos,Скриншоты и видео,ภาพถ่ายหน้าจอ & วิดีโอ,Ekran Görüntüleri ve Videolar,Ảnh Chụp Màn Hình & Video,截图和视频,截图和视频,截圖與影片
Studio.GameSettings.General.TitleGenre,,,Genre,Genre,نوع التجربة,Genre,Género,Genre,कैटगरी,Genre,Genere,ジャンル,장르,Gatunek,Gênero,Жанр,ประเภท,Tür,Thể Loại,类型,类型,類別
Studio.GameSettings.General.TitleDevices,,,Playable Devices,Playable Devices,الأجهزة القابلة للتشغيل,Spielfähige Geräte,Dispositivos jugables,Appareils utilisables,खेलने लायक डिवाइस,Perangkat yang Bisa Dimainkan,Dispositivi giocabili,プレイできるデバイス,플레이 가능 기기,Obsługiwane urządzenia,Dispositivos jogáveis,Устройства для воспроизведения,อุปกรณ์ที่สามารถเล่นได้,Oynanabilir Cihazlar,Thiết Bị Chơi Được,可玩设备,可玩设备,可玩裝置
Studio.GameSettings.General.TitleHttp,,,Allow HTTP Requests,Allow HTTP Requests,السماح بطلبات HTTP,HTTP-Anfragen zulassen,Permitir las solicitudes HTTP,Autoriser les requêtes HTTP,HTTP रिक्वेस्ट की अनुमति दें,Izinkan Permintaan HTTP,Consenti richieste HTTP,HTTP要求を許可,HTTP 요청 허용,Zezwalaj na żądania HTTP,Permitir solicitações HTTP,Разрешить HTTP-запросы,อนุญาตให้มีการร้องขอ HTTP,HTTP isteklerine izin ver,Cho Phép Yêu Cầu HTTP,允许 HTTP 请求,允许 HTTP 请求,允許 HTTP 請求
Studio.GameSettings.General.TitleStudioApiServices,,,Enable Studio Access to API Services,Enable Studio Access to API Services,تمكين وصول Studio إلى خدمات API,Zugriff auf API-Dienste für Studio aktivieren,Activar el acceso de Studio a los servicios API,Permettre à Studio d'accéder aux services API,API सेवाओं का Studio ऐक्सेस चालू करें,Aktifkan Akses Studio ke Layanan API,Consenti a Studio di accedere ai servizi API,StudioのAPIサービスへのアクセスを有効化,Studio의 API 서비스 이용 활성화,Przydziel aplikacji Studio dostęp do usług API,Permitir acesso do Studio aos serviços API,Включить доступ к API-службам,เปิดใช้งานการเข้าถึง Studio ให้แก่บริการ API,Studio'ya API hizmetlerine erişim izni ver,Cho Phép Studio Truy Cập Dịch Vụ API,允许 Studio 访问 API 服务,允许 Studio 访问 API 服务,啟用 API 服務的 Studio 功能
