Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.ManageCollaborators.Plugin.Name,,,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,Gestiscicollaboratori,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,,ManageCollaborators,Ortak Çalışanları Yönet,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators
Studio.ManageCollaborators.Plugin.Toolbar,,,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,Gestiscicollaboratori,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators,,ManageCollaborators,Ortak Çalışanları Yönet,ManageCollaborators,ManageCollaborators,ManageCollaborators,ManageCollaborators
Studio.ManageCollaborators.Plugin.Button,,,Toggle,Toggle,تبديل,Umschalten,Alternar,Activer/désactiver,टॉगल करें,Nyalakan/matikan,Attiva/disattiva,切りかえ,토글,Przełącz,Alternar,,เปิด/ปิด,Aç/Kapa,Bật/Tắt,切换,切换,切換
Studio.ManageCollaborators.Plugin.Description,,,Toggles the Template plugin window.,Toggles the Template plugin window.,يبدِّل نافذة المكون الإضافي للقالب.,Schaltet das Vorlagen-Plugin-Fenster um.,Alterna la ventana del plugin Plantilla.,Active/désactive la fenêtre du plugin Modèle.,टेम्प्लेट प्लग-इन विंडो टॉगल करता है.,Menyalakan/mematikan jendela plugin Templat.,Attiva/disattiva la finestra di plugin EventEmulator.,テンプレートのプラグインウィンドウを切りかえ。,템플릿 플러그인 창을 토글합니다.,Włącza/wyłącza okno dodatku plug-in z szablonami.,Alterna a janela do plugin de modelos.,,เปิด/ปิดหน้าต่างปลั๊กอินเทมเพลต,Taslak eklenti penceresini açıp kapatır.,Bật/tắt cửa sổ plugin Mẫu.,切换样板插件窗口。,切换样板插件窗口。,切換樣板外掛程式視窗。
Studio.ManageCollaborators.Plugin.Title,,, Manage Collaborators, Manage Collaborators,إدارة المتعاونين, Mitwirkende verwalten, Administrar colaboradores, Gérer les collaborateurs, कोलैबरेटर मैनेज करें, Kelola Kolaborator, Gestisci Collaboratori, 共同制作者の管理, 공동 작업자 관리, Zarządzanie współtwórcami, Gerenciar colaboradores,, จัดการผู้ร่วมงาน, Ortak Çalışanları Yönet, Quản Lý Cộng Tác Viên, 管理协作者, 管理协作者,管理合夥人
Studio.ManageCollaborators.General.TitleCollaborators,,,Collaborators,Collaborators,المتعاونون,Mitwirkende,Colaboradores,Collaborateurs-trices,कोलैबरेटर,Kolaborator,Collaboratori,共同制作者,공동 작업자,Współtwórcy,Colaboradores,,ผู้ร่วมงาน,Ortak Çalışanlar,Cộng Tác Viên,协作者,协作者,合夥人
Studio.ManageCollaborators.SearchBar.AddUsers,,,Add Users,Add Users,إضافة مستخدمين,Benutzer hinzufügen,Añadir usuarios,Ajouter des utilisateurs,यूज़र जोड़ें,Tambahkan Pengguna,Aggiungi Utenti,ユーザーを追加,사용자 추가,Dodaj użytkowników,Adicionar usuários,,เพิ่มผู้ใช้งาน,Kullanıcı ekle,Thêm Người Dùng,添加用户,添加用户,新增使用者
Studio.ManageCollaborators.SearchBar.AddUsersGroups,,,Add Users and Groups,Add Users and Groups,إضافة مستخدمين ومجموعات,Benutzer und Gruppen hinzufügen,Añadir usuarios y grupos,Ajouter des utilisateurs et des groupes,यूज़र्स और ग्रुप्स जोड़ें,Tambahkan Pengguna dan Grup, Aggiungi utenti e gruppi,ユーザーとグループを追加,사용자 및 그룹 추가,Dodaj użytkowników i grupy,Adicionar usuários e grupos,,เพิ่มผู้ใช้งานและกลุ่ม,Kullanıcı ve grup ekle,Thêm Người Dùng và Nhóm, 添加用户和群组, 添加用户和群组,新增使用者和群組
Studio.ManageCollaborators.SearchBar.NoResultsText,,,There were no results,There were no results,لم يتم العثور على نتائج,Es gab keine Ergebnisse,No hay resultados,Il n'y a pas de résultats,कोई रिज़ल्ट नहीं मिला,Tidak ada hasil,Non ci sono risultati,結果がありませんでした,결과가 없습니다,Brak wyników,Não houve resultados,,ไม่มีผลลัพธ์,Sonuç bulunamadı,Không có kết quả,没有结果,没有结果,沒有結果
Studio.ManageCollaborators.SearchBar.TooManyResultsText,,,You cannot add more than {maxNumCollaborators:int} collaborators,You cannot add more than {maxNumCollaborators:int} collaborators,لا يمكنك إضافة أكثر من {maxNumCollaborators:int} من المتعاونين,Du kannst nicht mehr als {maxNumCollaborators:int} Mitwirkende hinzufügen,No puedes añadir más de {maxNumCollaborators:int} colaboradores,Tu ne peux pas ajouter plus de {maxNumCollaborators:int} collaborateurs,{maxNumCollaborators:int} कोलैबरेटर से ज़्यादा नहीं जोड़े जा सकते,Kamu tidak bisa menambahkan lebih dari {maxNumCollaborators:int} kolaborator,Non puoi aggiungere più di {maxNumCollaborators:int} collaboratori,共同制作者は {maxNumCollaborators:int} 人以上、追加できません,공동 작업자는 최대 {maxNumCollaborators:int}명까지만 추가할 수 있습니다.,Nie można dodać więcej niż {maxNumCollaborators:int} współtwórców,Você não pode adicionar mais do que {maxNumCollaborators:int} colaboradores,,คุณไม่สามารถเพิ่มผู้ร่วมงานได้มากกว่า {maxNumCollaborators:int} คน,En fazla {maxNumCollaborators:int} ortak çalışan ekleyebilirsin,Bạn không thể thêm nhiều hơn {maxNumCollaborators:int} cộng tác viên,无法添加超过 {maxNumCollaborators:int} 位的协作者,无法添加超过 {maxNumCollaborators:int} 位的协作者,無法增加超過 {maxNumCollaborators:int} 名合夥人
