Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.R15Migrator.Plugin.Name,,,R6 to R15 Conversion Tool,R6 to R15 Conversion Tool,أداة التحويل من R6 إلى R15,R6-zu-R15-Konvertierungstool,Herramienta de conversión de R6 a R15,Outil de transformation de R6 à R15,R6 से R15 कन्वर्ज़न टूल,Alat Konversi R6 ke R15,Strumento di conversione da R6 a R15,R6からR15への変換ツール,R6에서 R15로의 변환 도구,Narzędzie do konwersji z R6 na R15,Ferramenta de conversão de R6 para R15,,เครื่องมือการแปลง R6 เป็น R15,R6'dan R15'e Dönüştürme Aracı,Công Cụ Chuyển Đổi R6 sang R15,R6 至 R15 转换,R6 至 R15 转换,R6 至 R15 轉換工具
Studio.R15Migrator.Plugin.Toolbar,,,R15Migrator,R15Migrator,أداة الترحيل R15 (R15Migrator),R15-Migrator,Migrador de R15,R15Migrator,R15Migrator,R15Migrator,R15Migratore,R15移行ツール,R15Migrator,R15Migrator,R15Migrator,,R15Migrator,R15'e Geçiş,R15Migrator,R15Migrator,R15Migrator,R15Migrator
Studio.R15Migrator.Plugin.Button,,,Migrate Avatars,Migrate Avatars,ترحيل الأفاتارات,Avatare migrieren,Migrar avatares,Migrer les avatars,अवतार माइग्रेट करें,Migrasikan Avatar,Migra avatar,アバターを移行,아바타 마이그레이션,Migruj awatary,Migrar avatares,,ย้ายอวาตาร์,Avatarları geçir,Di Chuyển Avatar,迁移虚拟形象,迁移虚拟形象,移植虛擬人偶
Studio.R15Migrator.Plugin.Description,,,Tools to migrate avatars to R15,Tools to migrate avatars to R15,أدوات لترحيل الأفاتار إلى R15,Tools zum Migrieren von Avataren nach R15,Herramientas para migrar avatares a R15,Outils pour migrer les avatars vers R15,R15 में अवतारों को माइग्रेट करने के लिए टूल्स,Alat migrasi avatar ke R15,Strumenti per migrare gli avatar a R15,アバターをR15に移行するツール,아바타를 R15로 마이그레이션하는 도구,Narzędzia do migrowania awatarów do R15,Ferramentas para migrar avatares para R15,,เครื่องมือในการย้ายอวาตาร์ไปยัง R15,Avatarları R15'e geçir,Công cụ để di chuyển avatar sang R15,将虚拟形象迁移至 R15 的工具,将虚拟形象迁移至 R15 的工具,移植虛擬人偶到 R15 的工具
Studio.R15Migrator.ScriptConversion.GoToScript,,,Go to Script,Go to Script,الانتقال إلى النص البرمجي,Gehe zu Skript,Ir a Script,Aller sur Script,स्क्रिप्ट पर जाएँ,Buka Skrip,Vai a script,スクリプトへ,스크립트로 이동,Przejdź do skryptu,Ir para script,,ไปยังสคริปต์,Betiğe git,Đi Đến Kịch Bản,前往脚本,前往脚本,前往指令碼
Studio.R15Migrator.ScriptConversion.ReplaceWith,,,Replace With {part},Replace With {part},استبدال بالجزء {part},Ersetzen mit {part},Reemplazar con {part},Remplacer par {part},{part} से रीप्लेस करें,Ganti dengan {part},Sostituisci con {part},{part} に置き換える,{part}(으)로 바꾸기,Zamień na {part},Substituir com {part},,แทนที่ด้วย {part},{part} ile değiştir,Thay Thế Bằng {part},替换为 {part},替换为 {part},取代為 {part}
Studio.R15Migrator.ScriptConversion.RevertAll,,,Revert All Scripts,Revert All Scripts,التراجع عن كل النصوص البرمجية,Alle Skripte zurücksetzen,Revertir todos los scripts,Rétablir tous les scripts,सभी स्क्रिप्ट्स रिवर्ट करें,Kembalikan Semua Skrip,Ripristina tutti gli script,すべてのスクリプトを元に戻す,모든 스크립트 되돌리기,Przywróć wszystkie skrypty,Reverter todos os scripts,,แปลงกลับสคริปต์ทั้งหมด,Tüm betikleri geri döndür,Hoàn Lại Tất Cả Kịch Bản,还原所有脚本,还原所有脚本,還原所有指令碼
Studio.R15Migrator.ScriptConversion.RevertScript,,,Revert Script,Revert Script,التراجع عن النص البرمجي,Skript zurücksetzen,Revertir script,Rétablir le script,स्क्रिप्ट रिवर्ट करें,Kembalikan Skrip,Ripristina script,スクリプトを元に戻す,스크립트 되돌리기,Przywróć skrypt,Reverter script,,แปลงกลับสคริปต์,Betiği geri döndür,Hoàn Lại Kịch Bản,还原脚本,还原脚本,還原指令碼
Studio.R15Migrator.ScriptConversion.RevertingScripts,,,Reverting Scripts,Reverting Scripts,يتم التراجع عن النصوص البرمجية,Skripte werden zurückgesetzt,Revirtiendo scripts,Rétablir les scripts,स्क्रिप्ट्स रिवर्ट की जा रही हैं,Mengembalikan Skrip,Ripristino degli script,スクリプトを元に戻しています,스크립트를 되돌리는 중,Przywracanie skryptów,Revertendo scripts,,กำลังแปลงกลับสคริปต์,Betikler geri döndürülüyor,Hoàn Lại Kịch Bản,还原脚本,还原脚本,正在還原指令碼
Studio.R15Migrator.ScriptConversion.InProgress,,,Issues,Issues,المشكلات,Probleme,Problemas,Problèmes,समस्याएँ,Masalah,Problemi,問題,문제,Problemy,Problemas,,ปัญหา,Sorunlar,Vấn Đề,问题,问题,問題
