Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.Toolbox.General.ToolboxToolbarName,,,Toolbox,Toolbox,صندوق الأدوات,Toolbox,Caja de herramientas,Boîte à outils,टूलबॉक्स,Toolbox,Toolbox,ツールボックス,도구 상자,Przybornik,Caixa de ferramentas,Панель инструментов,กล่องเครื่องมือ,Araç Kutusu,Hộp Công Cụ,工具箱,工具箱,工具箱
Studio.Toolbox.General.CategoryModels,,,Models,Models,النماذج,Modelle,Modelos,Modèles,मॉडल्स,Model,Modelli,モデル,모델,Modele,Modelos,Модели,โมเดล,Modeller,Mô Hình,模型,模型,模型
Studio.Toolbox.General.CategoryDecals,,,Images,Images,الصور,Bilder,Imágenes,Images,इमेज,Gambar,Immagini,画像,이미지,Obrazy,Imagens,Изображения,ภาพ,Görseller,Hình Ảnh,图片,图片,圖像
Studio.Toolbox.General.CategoryMeshes,,,Meshes,Meshes,أصول Mesh,Meshes,Mallas,Maillages,मेश,Mesh,Mesh,メッシュ,메시,Siatki,Malhas,Сетки,เมช,Mesh Yapıları,Mesh,网格,网格,網格
Studio.Toolbox.General.CategoryAudio,,,Audio,Audio,الصوت,Audio,Audio,Audio,ऑडियो,Audio,Audio,オーディオ,오디오,Dźwięk,Áudios,Звук,เสียง,Sesler,Âm Thanh,音频,音频,語音
Studio.Toolbox.General.CategoryPlugins,,,Plugins,Plugins,المكونات الإضافية,Plugins,Plugins,Plugins,प्लग-इन,Plugin,Plugin,プラグイン,플러그인,Dodatki plug-in,Plugins,Плагины,ปลั๊กอิน,Eklentiler,Plugin,插件,插件,外掛程式
Studio.Toolbox.General.CategoryMyModels,,,My Models,My Models,نماذجي,Meine Modelle,Mis modelos,Mes modèles,मेरे मॉडल,Model Saya,I miei modelli,マイモデル,내 모델,Moje modele,Meus modelos,Мои модели,โมเดลของฉัน,Modellerim,Mô Hình Của Tôi,我的模型,我的模型,我的模型
Studio.Toolbox.General.CategoryMyDecals,,,My Images,My Images,صوري,Meine Bilder,Mis imágenes,Mes images,मेरी तस्वीरें,Gambar Saya,Le mie immagini,マイ画像,내 이미지,Moje obrazy,Minhas imagens,Мои изображения,ภาพของฉัน,Görsellerim,Hình Ảnh Của Tôi,我的图片,我的图片,我的圖像
Studio.Toolbox.General.CategoryMyMeshes,,,My Meshes,My Meshes,أصول Mesh الخاصة بي,Meine Meshes,Mis mallas,Mes maillages,मेरे मेश,Mesh Saya,Le mie mesh,マイメッシュ,내 메시,Moje siatki,Minhas malhas,Мои сетки,เมชของฉัน,Mesh Yapılarım,Mesh Của Tôi,我的网格,我的网格,我的網格
Studio.Toolbox.General.CategoryMyAudio,,,My Audio,My Audio,صوتي,Meine Audiodateien,Mi audio,Mes sons,मेरा ऑडियो,Audio Saya,I miei audio,マイオーディオ,내 오디오,Moje dźwięki,Meus áudios,Мой звук,เสียงของฉัน,Seslerim,Âm Thanh Của Tôi,我的音频,我的音频,我的語音
