Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.StartPage.Plugin.Name,,,StartPage,StartPage,StartPage,StartPage,StartPage,StartPage,StartPage,StartPage,StartPage,StartPage,StartPage,StartPage,StartPage,,StartPage,StartPage,StartPage,,,StartPage
Studio.StartPage.Plugin.AgeRestrictionDialog.Body,,,This experience is not accessible due to age restrictions.,This experience is not accessible due to age restrictions.,لا يمكن الوصول إلى هذه التجربة بسبب قيود على العمر.,Diese Experience ist aufgrund von Altersbeschränkungen nicht zugänglich.,Esta experiencia no es accesible debido a restricciones de edad.,Cette expérience n'est pas accessible en raison des restrictions d'âge.,उम्र की पाबंदियों की वजह से इस एक्सपीरिएंस को ऐक्सेस नहीं किया जा सकता,Pengalaman virtual ini tidak bisa diakses karena ada batasan usia.,Questa esperienza non è accessibile a causa di restrizioni d'età.,年齢制限のため、このバーチャル空間にはアクセスできません。,이 체험은 나이 제한으로 인해 액세스할 수 없습니다.,Ten projekt nie jest dostępny z powodu ograniczeń wiekowych.,Esta experiência não está acessível devido a restrições de idade.,,ไม่สามารถเข้าถึงประสบการณ์นี้ได้เนื่องจากข้อจำกัดด้านอายุ,Deneyime yaş kısıtlamaları nedeniyle erişilemiyor.,Trải nghiệm này không truy cập được do hạn chế về độ tuổi.,,,此體驗因為年齡限制的緣故而無法進入。
Studio.StartPage.Plugin.LastModified,,,Modified {lastModified},Modified {lastModified},تم التعديل في {lastModified},{lastModified} geändert,Modificado {lastModified},{lastModified} modifié,{lastModified} को बदला गया,Diubah pada {lastModified},Ultima modifica: {lastModified},変更日： {lastModified},수정일 {lastModified},Zmodyfikowano {lastModified},Modificado em {lastModified},,แก้ไขเมื่อ {lastModified},Son düzenleme {lastModified},Được Sửa Đổi {lastModified},,,最後修改於 {lastModified}
Studio.StartPage.Plugin.TutorialPopup.StartButton,,,Start Tour,Start Tour,بدء الجولة,Tour starten,Comenzar el recorrido,Commencer le tour,टूर शुरू करें,Mulai Tur,Inizia il tour,見学を開始,투어 시작,Rozpocznij wprowadzenie,Iniciar a introdução,,เริ่มการทัวร์,Turu başlat,Bắt Đầu Tham Quan,,,啟動導覽
Studio.StartPage.DiscoverStudioPlaceholder.CreatorHub.Title,,,Creator Hub,Creator Hub,مركز المصمم,Creator Hub,Centro de creación,Hub Création,क्रिएटर हब,Pusat Kreator,Hub Creatore,クリエーターハブ,크리에이터 허브,Centrum twórców,Central do Criador,,ศูนย์กลางครีเอเตอร์,Yaratıcı Merkezi,Trung Tâm Nhà Sáng Tạo,,,創作者中心
Studio.StartPage.Plugin.ExperiencesPage.Local,,,Local,Local,محلي,Lokal,Locales,Local,लोकल,Lokal,In file locali,ローカル,로컬,Lokalne,Local,,ภายใน,Yerel,Cục Bộ,,,本機
Studio.StartPage.Plugin.SearchType,,,Search {type},Search {type},بحث {type},{type} suchen,Buscar {type},Rechercher {type},सर्च करें {type},Cari {type},Cerca {type},{type} をサーチ,{type} 검색,Wyszukaj: {type},Pesquisar {type},,ค้นหา {type},{type} ara,Tìm Kiếm {type},,,搜尋{type}
Studio.StartPage.Plugin.ConfigureExperience,,,Configure Experience,Configure Experience,تهيئة التجربة,Experience konfigurieren,Configurar experiencia,Configurer l'expérience,एक्सपीरिएंस कॉन्फ़िगर करें,Konfigurasikan Pengalaman Virtual,Configura esperienza,バーチャル空間を環境設定,체험 구성,Skonfiguruj projekt,Configurar experiência,,กำหนดค่าประสบการณ์,Deneyimi yapılandır,Thiết Lập Cấu Hình Trải Nghiệm,,,設定體驗
Studio.StartPage.Plugin.PageMenu.Home,,,Home,Home,الرئيسية,Start,Inicio,Accueil,होम पेज,Beranda,Home,ホーム,홈,Strona główna,Início,,หน้าหลัก,Ana Sayfa,Trang Chủ,,,首頁
Studio.StartPage.Plugin.PageMenu.Experiences,,,Experiences,Experiences,التجارب,Experiences,Experiencias,Expériences,एक्सपीरिएंस,Pengalaman Virtual,Esperienze,バーチャル空間,체험,Projekty,Experiências,,ประสบการณ์,Deneyimler,Trải Nghiệm,,,體驗
