Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.DirectionalCurveEditor.Plugin.Name,,,Attenuation Curve Editor,Attenuation Curve Editor,محرر منحنى التخفيف,Dämpfungs-Kurven-Editor,Editor de curvas de atenuación,Éditeur de courbes d'atténuation,एटेनुएशन कर्व एडिटर,Editor Kurva Pelemahan,Editor delle curve di attenuazione,減衰曲線編集,감쇠 커브 편집기,Edytor krzywych osłabiania,Editor de curvas de atenuação,,ตัวแก้ไขด้วยเส้นโค้งการลดทอน,Kesilme Eğrisi Düzenleyici,Trình Biên Tập Đường Cong Suy Giảm,衰减曲线编辑器,衰减曲线编辑器,衰減曲線編輯器
Studio.DirectionalCurveEditor.Plugin.Button,,,Directional Curve Editor,Directional Curve Editor,محرر المنحنى الاتجاهي,Richtungskurveneditor,Editor direccional de curvas,Éditeur de courbes directionnelles,डायरेक्शनल कर्व एडिटर,Editor Kurva Direksional,Editor delle curve direzionali,音響指向性編集,방향 커브 편집기,Edytor krzywych kierunkowych,Editor de curvas direcionais,,ตัวแก้ไขด้วยเส้นโค้งตามทิศทาง,Yönlü Eğri Düzenleyici,Trình Biên Tập Đường Cong Hướng Chuyển Động,方向曲线编辑器,方向曲线编辑器,指向曲線編輯器
Studio.DirectionalCurveEditor.Plugin.Description,,,A template for all your studio plugin needs!,A template for all your studio plugin needs!,قالب لجميع احتياجاتك من مكونات studio الإضافية!,Eine Vorlage für alle deine Studio-Plugins!,Una plantilla para todos tus plugins de Studio.,Un modèle pour tous tes besoins de plugin Studio !,आपके स्टूडियो प्लग-इन की सभी ज़रूरतों के लिए एक टेम्पलेट!,Satu templat untuk semua kebutuhan plugin studiomu!,Un modello per tutte le tue esigenze di plugin per Studio!,Studioプラグインに関するあらゆるニーズに対応するテンプレート！,필요한 모든 Studio 플러그인을 위해 마련된 템플릿!,"Szablon, który zaspokoi wszystkie twoje potrzeby związane z dodatkami plug-in w Studio!",Um modelo para todas as suas necessidades de plugins do Studio!,,เทมเพลตสำหรับทุกความต้องการของปลั๊กอิน Studio ของคุณ!,Studio'daki tüm eklenti ihtiyaçlarını karşılayacak bir taslak!,Một mẫu dành cho mọi nhu cầu plugin studio của bạn!,一款满足你所有 Studio 插件需求的模板！,一款满足你所有 Studio 插件需求的模板！,可滿足您所有 Studio 外掛程式需求的範本！
Studio.DirectionalCurveEditor.BasicExample.Text,,,Capybaras are cute!,Capybaras are cute!,خنزير الماء لطيف!,Capybaras sind süß!,¡Los capibaras son lindos!,Les capybaras sont mignons !,कैपीबरा प्यारे होते हैं!,Capybaras are cute!,I capibara sono carini!,Capybaras are cute!,귀여운 카피바라!,Kapibary są słodkie!,Capivaras são fofas!,,พวกคาปิบาร่าน่ารักจัง!,Kapibaralar çok şirin!,Capybara thật dễ thương!,水豚很可爱！,水豚很可爱！,水豚很可愛！
Studio.DirectionalCurveEditor.CounterExample.CounterLabel,,,You pressed me {counter} times!,You pressed me {counter} times!,لقد ضغطت علي {counter} مرات!,Du hast mich {counter}-mal gedrückt!,Me presionaste {counter} veces.,Tu m'as pressé {counter} fois !,आपने मुझे {counter} बार दबाया!,You pressed me {counter} times!,Mi hai premuto {counter} volte!,You pressed me {counter} times!,날 {counter}번이나 눌렀군요!,Naciśnięto mnie {counter} razy!,Você me pressionou {counter} vezes!,,คุณกดฉัน {counter} ครั้งแล้ว!,Buraya {counter} kez bastın!,Bạn đã nhấn tôi {counter} lần!,你按了我 {counter} 次！,你按了我 {counter} 次！,您按了我 {counter} 次！
Studio.DirectionalCurveEditor.CounterExample.Button,,,Push me!,Push me!,ادفعني!,Drück mich!,¡Presióname!,Pousse-moi !,मुझे पुश करें!,Push me!,Premimi!,Push me!,날 밀어요!,Naciśnij mnie!,Me aperte!,,กดฉันสิ!,Buraya bas!,Hãy nhấn tôi!,按我！,按我！,按下我！
Studio.DirectionalCurveEditor.Control.Save,,,Save,Save,حفظ,Speichern,Guardar,Enregistrer,सेव करें,Simpan,Salva,保存,저장,Zapisz,Salvar,,บันทึก,Kaydet,Lưu,保存,保存,儲存
Studio.DirectionalCurveEditor.Control.Reset,,,Reset,Reset,إعادة تعيين,Zurücksetzen,Restablecer,Réinitialiser,रीसेट करें,Reset,Ripristina,リセット,재설정,Zresetuj,Redefinir,,รีเซ็ต,Sıfırla,Đặt Lại,重置,重置,重置
Studio.DirectionalCurveEditor.Control.Delete,,,Delete,Delete,حذف,Löschen,Eliminar,Supprimer,डिलीट करें,Hapus,Elimina,削除,삭제,Usuń,Excluir,,ลบ,Sil,Xóa,删除,删除,刪除
Studio.DirectionalCurveEditor.Label.Angle,,,Angle,Angle,زاوية,Winkel,Ángulo,Angle,ऐंगल,Sudut,Angolo,角度,각도,Kąt,Ângulo,,มุม,Açı,Góc,角度,角度,角度
