Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.ActivityFeed.Plugin.Name,,,Activity History,Activity History,سجل الأحداث,Aktivitätsverlauf,Historial de actividad,Historique d'activité,ऐक्टिविटी हिस्ट्री,Histori Aktivitas,Cronologia attività,アクティビティ履歴,활동 기록,Historia aktywności,Histórico de atividade,,ประวัติกิจกรรม,Etkinlik Geçmişi,Lịch Sử Hoạt Động,ActivityFeed,ActivityFeed,活動歷史紀錄
Studio.ActivityFeed.Plugin.Button,,,Toggle,Toggle,تبديل,Umschalten,Alternar,Activer/désactiver,टॉगल करें,Nyalakan/matikan,Attiva/disattiva,切りかえ,전환,Przełącz,Alternar,,เปิด/ปิด,Aç/Kapa,Bật/Tắt,切换,切换,切換
Studio.ActivityFeed.Plugin.Description,,,Toggles the Template plugin window.,Toggles the Template plugin window.,يبدِّل نافذة المكون الإضافي للقالب.,Schaltet das Vorlagen-Plugin-Fenster um.,Alterna la ventana del plugin Plantilla.,Active/désactive la fenêtre du plugin Modèle.,टेम्पलेट प्लग-इन विंडो टॉगल करें.,Menyalakan/mematikan jendela plugin Templat.,Attiva/disattiva la finestra del plugin Modello.,テンプレートのプラグインウィンドウを切りかえ。,템플릿 플러그인 창을 전환합니다.,Włącza/wyłącza okno dodatku plug-in z szablonami.,Alterna a janela do plugin de modelos.,,เปิด/ปิดหน้าต่างปลั๊กอินเทมเพลต,Taslak eklenti penceresini açıp kapatır.,Bật/tắt cửa sổ plugin Mẫu.,切换模板插件窗口。,切换模板插件窗口。,切換範本外掛程式視窗。
Studio.ActivityFeed.Bubble.Unknown,,,unknown,unknown,غير معروف,unbekannt,desconocido,non-connu,अज्ञात,tidak dikenal,sconosciuto,不明,알 수 없음,brak danych,desconhecido,,ไม่ทราบ,bilinmeyen,không xác định,未知,未知,未知
Studio.ActivityFeed.FilterMenu.FilterForExperience,,,Experience,Experience,التجربة,Experience,Experiencia,Expérience,एक्सपीरिएंस,Pengalaman Virtual,Esperienza,バーチャル空間,체험,Projekt,Experiência,,ประสบการณ์,Deneyim,Kinh nghiệm,体验,体验,體驗
Studio.ActivityFeed.Description.ActionLaunched,,,launched,launched,تم إطلاقه,gestartet,lanzado(a),lancé.e.s,लॉन्च किया गया,diluncurkan,lanciato,配信済み,출시,uruchomiono,lançado,,เปิดแล้ว,başlatıldı,đã ra mắt,已启动,已启动,推出
Studio.ActivityFeed.Description.ActionAdded,,,added,added,تمت الإضافة,hinzugefügt,añadido(a),ajouté.e.s,जोड़ा गया,ditambahkan,aggiunto,追加しました,추가,dodano,adicionado,,เพิ่มแล้ว,eklendi,đã thêm,已添加,已添加,新增
Studio.ActivityFeed.Description.RestoredExperience,,,Experience was restored,Experience was restored,تمت استعادة التجربة,Experience wurde wiederhergestellt,La experiencia se restauró,L'expérience a été restaurée,एक्सपीरिएंस रीस्टोर कर दिया गया,Pengalaman virtual dipulihkan,L'esperienza è stata ripristinata,バーチャル空間が復元されました,체험이 복원되었습니다,Projekt został przywrócony,A experiência foi restaurada,,กู้คืนประสบการณ์แล้ว,Deneyim geri yüklendi,Kinh nghiệm đã được khôi phục,体验已还原,体验已还原,體驗還原
Studio.ActivityFeed.Description.ExperienceDescription,,,Experience description was updated,Experience description was updated,تم تحديث وصف التجربة,Experience-Beschreibung wurde aktualisiert,Se actualizó la descripción de la experiencia,La description de l'expérience a été mise à jour,एक्सपीरिएंस का विवरण अपडेट किया गया,Deskripsi pengalaman virtual telah di-update,La descrizione dell'esperienza è stata aggiornata,バーチャル空間の詳細が更新されました,체험 설명이 업데이트되었습니다,Zaktualizowano opis projektu,A descrição da experiência foi atualizada,,อัปเดตคำอธิบายประสบการณ์แล้ว,Deneyim açıklaması güncellendi,Mô tả Trải Nghiệm đã được cập nhật,已更新描述,已更新描述,體驗說明更新
Studio.ActivityFeed.Description.SecuritySettingsThirdPartySales,,,Security Setting (Third Party Sales) was {action},Security Setting (Third Party Sales) was {action},إعداد الأمان (مبيعات الجهات الخارجية) كان {action},Sicherheitseinstellung (Verkäufe von Drittanbietern) wurde {action},La configuración de seguridad (ventas de terceros) se {action},Le paramètre de sécurité (Ventes à des tiers) était {action},सुरक्षा सेटिंग (थर्ड पार्टी सेल्स) {action} थी,Pengaturan Keamanan (Penjualan Pihak Ketiga) adalah {action},L'impostazione di sicurezza (Vendite di terze parti) era {action},セキュリティ設定（第三者の販売）が {action},보안 설정(제삼자 판매)이 {action}되었습니다,Ustawienie zabezpieczeń (sprzedaż produktów stron trzecich): {action},A configuração de segurança (vendas de terceiros) foi {action},,{action}การตั้งค่าความปลอดภัย (การขายของบุคคลที่สาม) แล้ว,Güvenlik ayarı (Üçüncü Taraf Satışlar) {action},Cài Đặt Bảo Mật (Bán hàng của bên thứ ba) đã {action},安全设置（第三方销售）{action},安全设置（第三方销售）{action},安全性設定 (第三方銷售) {action}
