Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.AudioDiscovery.Plugin.Name,,,Audio Discovery,Audio Discovery,اكتشاف الصوت,Audio-Entdeckung,Descubrimiento de audio,Découverte Audio,ऑडियो डिस्कवरी,Penelusuran Audio,Scoperta audio,オーディオ検出,오디오 검색,Odkrywanie zasobów audio,Descoberta de áudio,,การค้นพบเสียง,Ses Keşfi,Khám Phá Âm Thanh,音频发现,音频发现,音訊發現
Studio.AudioDiscovery.Plugin.Toolbar,,,Audio Discovery,Audio Discovery,اكتشاف الصوت,Audio-Entdeckung,Descubrimiento de audio,Découverte Audio,ऑडियो डिस्कवरी,Penelusuran Audio,Scoperta audio,オーディオ検出,오디오 검색,Odkrywanie zasobów audio,Descoberta de áudio,,การค้นพบเสียง,Ses Keşfi,Khám Phá Âm Thanh,音频发现,音频发现,音訊發現
Studio.AudioDiscovery.Plugin.Button,,,View Sounds,View Sounds,عرض الأصوات,Sounds anzeigen,Visualización de sonidos,Voir les sons,साउंड देखें,Tampilkan Suara,Visualizza suoni,サウンドを表示,사운드 보기,Wyświetl dźwięki,Visualizar sons,,ดูเสียง,Sesleri görüntüle,Xem Âm Thanh,查看声音,查看声音,查看音訊
Studio.AudioDiscovery.Plugin.Description,,,Discover the audio assets in this place and see who owns them,Discover the audio assets in this place and see who owns them,اكتشِف أصول الصوت الموجودة في هذا المكان واعرف من يملكها,"Entdecke die Audio-Objekte an diesem Ort und finde heraus, wem sie gehören",Descubre los recursos de audio y su propietario,Découvrir les ressources audio dans cet endroit et voir qui les possède,इस जगह की ऑडियो ऐसेट खोजें और देखें कि उनका मालिक कौन है,Temukan aset audio di tempat ini dan lihat siapa pemiliknya,Scopri gli asset audio in questo luogo e scopri chi li possiede,このプレースにあるオーディオアセットを検出して、誰が所有しているか確認してください,이 플레이스에서 오디오 애셋을 검색하고 소유자를 확인하세요,"W tym miejscu możesz odkrywać zasoby audio i sprawdzać, czyją są własnością",Descubra os ativos de áudio neste local e veja quem os possui,,ค้นพบทรัพยากรเสียงในสถานที่นี้ และดูว่าใครเป็นเจ้าของ,Mekândaki ses varlıklarını keşfet ve bu varlıkların sahiplerini gör,Khám phá các tài sản âm thanh ở địa điểm này và xem ai là người sở hữu chúng,发现此场景的音频素材并查看其所有者,发现此场景的音频素材并查看其所有者,發現此地點的音訊素材和其所有者
Studio.AudioDiscovery.Plugin.Info,,,"Discover Audio used in this place.<br/><br/>Any audio marked with a red cross should be replaced.<br/><br/>Select an asset to see a list of locations where it is used, and update each one to use a new asset id.<br/><br/>Select a location to highlight it in the Explorer window.","Discover Audio used in this place.<br/><br/>Any audio marked with a red cross should be replaced.<br/><br/>Select an asset to see a list of locations where it is used, and update each one to use a new asset id.<br/><br/>Select a location to highlight it in the Explorer window.",اكتشِف الصوت المستخدم في هذا المكان.<br/><br/>يجب استبدال أي صوت يحمل علامة صليب أحمر.<br/><br/>حدِّد أحد الأصول للاطلاع على قائمة بالمواقع التي يتم استخدامه فيها، وحدِّث كلاً منها لاستخدام معرّف أصل جديد.<br/><br/>حدِّد موقعًا لتمييزه في نافذة المتصفح.,"Entdecke die Audio-Objekte, die an diesem Ort verwendet werden.<br/><br/>Alle Audio-Objekte, die mit einem roten Kreuz markiert sind, sollten ersetzt werden.<br/><br/>Wähle ein Objekt aus, um eine Liste der Orte zu sehen, an denen es verwendet wird, und aktualisiere jeden einzelnen, um eine neue Objekt-ID zu verwenden.<br/><br/>Wähle einen Ort aus, um ihn im Explorer-Fenster zu markieren.",Descubre el audio utilizado en este lugar.<br/><br/>Cualquier sonido marcado con una cruz roja se debe reemplazar.<br/><br/>Selecciona un recurso para ver una lista de ubicaciones donde se utiliza y actualiza cada uno para usar un nuevo ID de recurso.<br/><br/>Selecciona una ubicación para resaltarla en la ventana del Explorador.,Découvrir l’audio utilisé dans cet lieu.<br/><br/> Tout son marqué d’une croix rouge doit être remplacé.<br/><br/> Sélectionner une ressource pour afficher la liste des lieux où elle est utilisée et mettre à jour chacune d’entre elles pour utiliser un nouvel Id de ressource.<br/><br/> Sélectionner un emplacement pour le mettre en surbrillance dans la fenêtre de l’Explorer.,"इस प्लेस में इस्तेमाल किए जाने वाले ऑडियो की खोज करें. <br/><br/>रेड क्रॉस से मार्क किए गए किसी भी ऑडियो को रीप्लेस किया जाना चाहिए.<br/><br/>उन लोकेशन की लिस्ट देखने के लिए कोई ऐसेट चुनें जहाँ इसका इस्तेमाल किया जाता है, और एक नई एसेट id का इस्तेमाल करने के लिए, हर ऐसेट को अपडेट करें.<br/><br/>एक्सप्लोरर विंडो में इसे हाइलाइट करने के लिए एक लोकेशन चुनें.","Penelusuran Audio digunakan di tempat ini.<br/><br/>Audio yang ditandai dengan tanda silang merah harus diganti.<br/><br/>Pilih aset untuk melihat daftar lokasi tempat audio digunakan, dan update setiap aset untuk menggunakan id aset baru.<br/><br/>Pilih lokasi untuk menyorotnya di jendela Eksplorer.","Scopri l'audio utilizzato in questo luogo.<br/><br/>Qualsiasi audio contrassegnato con una croce rossa dovrebbe essere sostituito.<br/><br/>Seleziona un asset per vedere un elenco di luoghi in cui è utilizzato, e aggiorna ciascuno per utilizzare un nuovo id dell'asset.<br/><br/>Selezionare una posizione per evidenziarla nella finestra Esploratore.",このプレースで使われているオーディオを見つけます。<br/><br/>赤い十時のマークがついているオーディオは、すべて入れ替える必要があります。<br/><br/>使われている場所のリストを表示するにはアセットを選択して、それぞれに新しいアセットIDを使って更新してください。<br/><br/>エクスプローラウィンドウでハイライトする場所を選択してください。,"이 플레이스에서 사용되는 오디오를 찾아 보세요.<br/><br/>빨간 십자형으로 표시된 모든 오디오는 교체해야 합니다.<br/><br/>애셋을 선택해 사용되는 위치 목록을 확인하고, 새 애셋 ID를 사용하도록 각각 업데이트하세요.<br/><br/>탐색기 창에서 강조 표시할 위치를 선택하세요.","Odkryj zasoby audio użyte w tym miejscu.<br/><br/>Zasoby audio oznaczone czerwonym krzyżykiem należy zastąpić.<br/><br/>Zaznacz zasób, aby zobaczyć listę lokalizacji, w których jest używany, i zaktualizować każdą z nich w celu użycia nowego identyfikatora zasobu.<br/><br/>Zaznacz lokalizację, aby ją wyróżnić w oknie eksploratora.","Descubra áudios usados neste local.<br/><br/>Qualquer áudio marcado com uma cruz vermelha deve ser substituído.<br/><br/>Selecione um ativo para ver uma lista de locais onde ele é usado, e atualize cada um para usar um novo ID de ativo.<br/><br/>Selecione um local para destacá-lo na janela do Explorador.",,ค้นพบเสียงที่ใช้ในสถานที่นี้<br/><br/>เสียงใดก็ตามที่มีเครื่องหมายกากบาทสีแดงควรจะถูกแทนที่<br/><br/>เลือกทรัพยากรเพื่อดูรายการสถานที่ที่ใช้เสียงดังกล่าว และอัปเดตแต่ละรายการเพื่อใช้ ID ทรัพยากรใหม่<br/><br/>เลือกตำแหน่งเพื่อไฮไลต์ในหน้าต่างการสำรวจ,Mekânda kullanılan sesleri keşfet.<br/><br/>Kırmızıyla işaretlenmiş seslerin değiştirilmesi gerekir.<br/><br/>Kullanıldığı konumların listesini görmek için bir varlık seç ve tüm konumları yeni varlık kimliğini kullanacak şekilde güncelle.<br/><br/>Gezgin penceresinde vurgulamak için bir konum seç.,Khám Phá Âm Thanh được dùng ở địa điểm này.<br/><br/>Nên thay thế mọi âm thanh có dấu chữ thập màu đỏ.<br/><br/>Chọn một tài sản để xem danh sách các vị trí sử dụng tài sản đó và cập nhật từng vị trí để sử dụng id tài sản mới.<br/><br/>Chọn một vị trí để làm nổi bật vị trí đó trong Cửa Sổ Khám Phá.,发现此场景使用的音频。<br/><br/>标有红叉的音频应被替换。<br/><br/>选择素材，即可查看使用该素材的地点清单。请使用新的素材 ID 更新每一个素材。<br/><br/>选择地点即可在项目管理器中标记高亮。,发现此场景使用的音频。<br/><br/>标有红叉的音频应被替换。<br/><br/>选择素材，即可查看使用该素材的地点清单。请使用新的素材 ID 更新每一个素材。<br/><br/>选择地点即可在项目管理器中标记高亮。,發現此地點使用的音訊。<br/><br/>有紅叉標記的音訊應被替換。<br/><br/>選擇素材即可查看使用該素材的地點清單，請使用新的素材 ID 更新每一個素材。<br/><br/>選擇位置即可在總管視窗標記。
Studio.AudioDiscovery.Plugin.LeftPaneInfo,,,Discovered Audio,Discovered Audio,الصوت الذي تم اكتشافه,Entdeckte Audioinhalte,Audio descubierto,Audio découvert,पाया गया ऑडियो,Audio Ditemukan,Scopri audio,検知済みのオーディオ,찾은 오디오,Odkryto zasób audio,Áudio descoberto,,เสียงที่ค้นพบ,Keşfedilen ses,Âm Thanh Đã Khám Phá,已发现的音频,已发现的音频,已發現的音訊
Studio.AudioDiscovery.Plugin.RightPaneInfo,,,Instances Using Selected Audio,Instances Using Selected Audio,الحالات التي تستخدم الصوت المحدد,Instanzen mit ausgewähltem Audioinhalt,Instancias que usan el audio seleccionado,Instances utilisant l'audio sélectionné,चुने गए ऑडियो का इस्तेमाल करने वाले इंस्टैंस,Instance yang Menggunakan Audio yang Dipilih,Istanze utilizzando audio selezionato,選択したオーディオを使用中のインスタンス,선택한 오디오를 사용 중인 인스턴스,"Instancje, w których używany jest zaznaczony zasób audio",Instâncias usando o áudio selecionado,,อินตแตนซ์ที่ใช้เสียงที่เลือก,Seçili sesi kullanan örnekler,Các Đối Tượng Sử Dụng Âm Thanh Đã Chọn,使用所选音频的实例,使用所选音频的实例,使用選擇音訊的個體
Studio.AudioDiscovery.Plugin.Refresh,,,Refresh,Refresh,تحديث,Aktualisieren,Actualizar,Actualiser,रीफ़्रेश करें,Refresh,Aggiorna,リフレッシュ,새로 고침,Odśwież,Atualizar,,รีเฟรช,Yenile,Làm Mới,刷新,刷新,重新整理
Studio.AudioDiscovery.Table.Path,,,Path,Path,المسار,Pfad,Ruta,Chemin,पाथ,Jalur,Percorso,パス,경로,Ścieżka,Endereço,,เส้นทาง,Yol,Đường Dẫn,路径,路径,路徑
Studio.AudioDiscovery.Table.Instance,,,Instance,Instance,الحالة,Instanz,Instancia,Instance,इंस्टैंस,Instance,Istanza,インスタンス,인스턴스,Instancja,Instância,,อินสแตนซ์,Örnek,Phiên Bản,实例,实例,個體
