Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.Notifications.Plugin.Name,,,Notifications,Notifications,الإشعارات,Benachrichtigungen,Notificaciones,Notifications,नोटिफ़िकेशंस,Notifikasi,Notifiche,通知,알림,Powiadomienia,Notificações,,การแจ้งเตือน,Bildirimler,Thông Báo,通知,通知,通知
Studio.Notifications.Plugin.Toolbar,,,Notifications,Notifications,الإشعارات,Benachrichtigungen,Notificaciones,Notifications,नोटिफ़िकेशंस,Notifikasi,Notifiche,通知,알림,Powiadomienia,Notificações,,การแจ้งเตือน,Bildirimler,Thông Báo,通知,通知,通知
Studio.Notifications.Plugin.Button,,,Toggle,Toggle,تبديل,Umschalten,Alternar,Activer/désactiver,टॉगल करें,Nyalakan/matikan,Attiva/disattiva,切りかえ,전환,Przełącz,Alternador,,เปิด/ปิด,Aç/Kapa,Bật/Tắt,切换,切换,切換
Studio.Notifications.Plugin.Description,,,Toggles the Notifications plugin window.,Toggles the Notifications plugin window.,"تبديل نافذة المكون الإضافي ""الإشعارات"".",Schaltet das Benachrichtigungs-Plugin-Fenster um.,Alterna la ventana del plugin Notificaciones.,Active/désactive la fenêtre du plugin Notifications .,नोटिफ़िकेशंस प्लग-इन विंडो को टॉगल करता है.,Menyalakan/mematikan jendela plugin Notifikasi.,Attiva/disattiva la finestra del plugin Notifiche.,通知のプラグインウィンドウを切りかえ。,알림 플러그인 창을 전환합니다.,Włącza/wyłącza okno dodatku plug-in do obsługi powiadomień.,Ativa/desativa a janela do plugin Notificações.,,เปิด/ปิดหน้าต่างปลั๊กอินการแจ้งเตือน,Bildirimler eklenti penceresini açıp kapatır.,Bật/tắt cửa sổ plugin Thông Báo.,切换通知插件窗口。,切换通知插件窗口。,切換通知外掛程式視窗。
Studio.Notifications.Header.Settings,,,Settings,Settings,الإعدادات,Einstellungen,Configuración,Paramètres,सेटिंग्स,Pengaturan,Impostazioni,設定,설정,Ustawienia,Configurações,,การตั้งค่า,Ayarlar,Cài Đặt,设置,设置,設定
Studio.Notifications.Header.MarkAllAsRead,,,Mark all as read,Mark all as read,وضع علامة مقروء على الكل,Alle als gelesen markieren,Marcar todo como leído,Marquer tout comme lu,सभी को 'पढ़ा गया' के रूप में मार्क करें,Tandai semua sudah dibaca,Segna tutti come letti,すべて既読にする,모두 읽은 상태로 표시,Oznacz wszystkie jako przeczytane,Marcar tudo como lido,,ทำเครื่องหมายทั้งหมดว่าอ่านแล้ว,Tümünü okundu olarak işaretle,Đánh dấu tất cả là đã đọc,全部标为已读,全部标为已读,將全部標示為已讀
Studio.Notifications.IntermediateState.LoadErrorMain,,,Can't load notifications,Can't load notifications,لا يمكن تحميل الإشعارات,Benachrichtigungen können nicht geladen werden,No se pueden cargar las notificaciones,Impossible de charger les notifications,नोटिफ़िकेशन लोड नहीं किए जा सकते,Tidak bisa me-loading notifikasi,Impossibile caricare le notifiche,通知を読み込めません,알림을 불러올 수 없습니다,Nie można wczytać powiadomień,Não é possível carregar as notificações,,ไม่สามารถโหลดการแจ้งเตือนได้,Bildirimler yüklenemiyor,Không thể tải thông báo,无法加载通知,无法加载通知,無法載入通知
Studio.Notifications.IntermediateState.LoadErrorSub,,,Check your internet and try again.,Check your internet and try again.,تحقق من اتصالك بالإنترنت وأعِد المحاولة.,Überprüfe deine Internetverbindung und versuche es erneut.,Comprueba tu internet e inténtalo de nuevo.,Vérifiez votre Internet et réessayez.,अपना इंटरनेट कनेक्शन चेक करें और फिर से कोशिश करें.,Periksa koneksi internet dan coba lagi.,Controlla la tua connessione Internet e riprova.,インターネットの接続を確認してから、もう一度やり直してください。,인터넷 연결을 확인하고 다시 시도하세요.,Sprawdź połączenie internetowe i spróbuj ponownie.,Verifique sua conexão com a internet e tente novamente.,,ตรวจสอบอินเทอร์เน็ตของคุณแล้วลองอีกครั้ง,İnternet bağlantını kontrol et ve tekrar dene.,Kiểm tra Internet của bạn và thử lại.,检查网络并重试。,检查网络并重试。,請檢查您的網路連線並再試一次。
Studio.Notifications.IntermediateState.RefreshAction,,,Refresh,Refresh,تحديث,Aktualisieren,Actualizar,Rafraîchir,रीफ़्रेश करें,Refresh,Aggiorna,リフレッシュ,새로 고침,Odśwież,Atualizar,,รีเฟรช,Yenile,Làm Mới,刷新,刷新,重新整理
Studio.Notifications.IntermediateState.NoNewNotifications,,,You're all caught up,You're all caught up,لقد اطّلعت على جميع الطلبات,Du bist auf dem neuesten Stand,Estás al día,Tu es à jour,आपकी सारी रिक्वेस्ट पूरी हो गई हैं,Sudah semua,È tutto aggiornato,新着通知はありません,모두 확인했습니다,Jesteś na bieżąco,Você está já viu tudo,,คุณดูครบหมดแล้ว!,Yeni bir şey yok,Bạn đã cập nhật hết rồi,全看完了,全看完了,您已查看了所有的通知
