Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.StyleEditor.Plugin.Name,,,Style Editor,Style Editor,محرر النمط,Style-Editor,Editor de estilos,Éditeur de style,स्टाइल एडिटर,Editor Gaya,Editor di stile,スタイル編集,스타일 편집기,Edytor stylów,Editor de estilo,,เครื่องมือแก้ไขรูปแบบ,Stil Düzenleyici,Trình Chỉnh Sửa Kiểu,样式编辑器,样式编辑器,風格編輯器
Studio.StyleEditor.Plugin.Toolbar,,,Style Editor,Style Editor,محرر النمط,Style-Editor,Editor de estilos,Éditeur de style,स्टाइल एडिटर,Editor Gaya,Editor di stile,スタイル編集,스타일 편집기,Edytor stylów,Editor de estilo,,เครื่องมือแก้ไขรูปแบบ,Stil Düzenleyici,Trình Chỉnh Sửa Kiểu,样式编辑器,样式编辑器,風格編輯器
Studio.StyleEditor.Plugin.Button,,,Style Editor,Style Editor,محرر النمط,Style-Editor,Editor de estilos,Éditeur de style,स्टाइल एडिटर,Editor Gaya,Editor di stile,スタイル編集,스타일 편집기,Edytor stylów,Editor de estilo,,เครื่องมือแก้ไขรูปแบบ,Stil Düzenleyici,Trình Chỉnh Sửa Kiểu,样式编辑器,样式编辑器,風格編輯器
Studio.StyleEditor.Plugin.Description,,,Toggle the Style Editor.,Toggle the Style Editor.,تبديل محرر النمط.,Schalte den Stil-Editor um.,Alternar Editor de estilos,Activer/désactiver l'éditeur de style.,स्टाइल एडिटर को टॉगल करें.,Menyalakan/Mematikan Editor Gaya.,Attiva/disattiva l'editor di stile.,スタイル編集を切りかえ。,스타일 편집기를 토글합니다.,Włącz/wyłącz edytor stylów.,Alternar o Editor de estilo.,,เปิด/ปิดเครื่องมือแก้ไขรูปแบบ,Stil Düzenleyici'yi açıp kapatır.,Bật/tắt Trình Chỉnh Sửa Kiểu.,切换风格编辑器。,切换风格编辑器。,切換風格編輯器。
Studio.StyleEditor.Plugin.Text,,,Example Text!,Example Text!,نص اختباري كمثال!,Beispieltext!,Texto de ejemplo,Exemple de texte !,उदाहरण टेक्स्ट!,Teks Contoh!,Testo di esempio!,テキストの例！,예시 텍스트!,Tekst przykładowy!,Texto de exemplo!,,ข้อความตัวอย่าง!,Örnek Metin!,Văn Bản Mẫu!,示例文本！,示例文本！,範例文字！
Studio.StyleEditor.Onboarding.Title,,,Style Editor,Style Editor,محرر النمط,Style-Editor,Editor de estilos,Éditeur de style,स्टाइल एडिटर,Editor Gaya,Editor di stile,スタイル編集,스타일 편집기,Edytor stylów,Editor de estilo,,เครื่องมือแก้ไขรูปแบบ,Stil Düzenleyici,Trình Chỉnh Sửa Kiểu,样式编辑器,样式编辑器,風格編輯器
Studio.StyleEditor.Onboarding.StartFromExample,,,Start from Example,Start from Example,البدء من المثال,Von Beispiel starten,Comenzar desde ejemplo,Commencer à partir d'un exemple,उदाहरण से शुरू करें,Mulai dari Contoh,Inizia da un esempio,例を使って開始,예시로 시작,Zacznij od przykładu,Comece a partir de um exemplo,,เริ่มต้นจากตัวอย่าง,Örnekten başla,Bắt Đầu từ Ví Dụ,从示例开始,从示例开始,從範例開始
Studio.StyleEditor.Onboarding.StartBlank,,,New Blank Design,New Blank Design,تصميم فارغ جديد,Neues leeres Design,Nuevo diseño en blanco,Nouveau design vierge,नया ब्लैंक डिज़ाइन,Desain Kosong Baru,Nuovo design vuoto,新規（空白）デザイン,새 공백 디자인,Nowy pusty projekt,Novo design em branco,,การออกแบบว่างเปล่ารายการใหม่,Yeni boş tasarım,Thiết Kế Trống Mới,全新留白设计,全新留白设计,新的空白設計
Studio.StyleEditor.Onboarding.LearnMore,,,Learn More,Learn More,معرفة المزيد,Mehr erfahren,Aprende más,En savoir plus,ज़्यादा जानें,Pelajari Selengkapnya,Maggiori informazioni,もっと詳しく,자세한 정보,Dowiedz się więcej,Saiba mais,,เรียนรู้เพิ่มเติม,Daha fazla bilgi edin,Tìm Hiểu Thêm,了解更多,了解更多,深入了解
Studio.StyleEditor.Onboarding.Description,,,The Style Editor is a way to manage styles and themes. Create global styles for UI elements and change them from one location. Instantly change your UI theme with a button press.,The Style Editor is a way to manage styles and themes. Create global styles for UI elements and change them from one location. Instantly change your UI theme with a button press.,محرر النمط هو طريقة لإدارة الأنماط والقوالب. أنشئ أنماطًا عالمية لعناصر واجهة المستخدم وقم بتغييرها من موقع واحد. قم بتغيير قالب واجهة المستخدم الخاص بك على الفور بضغطة زر.,"Der Style-Editor ist eine Möglichkeit, Stile und Themen zu verwalten. Erstelle globale Stile für UI-Elemente und ändere diese von einem zentralen Ort aus. Ändere dein UI-Thema mit nur einem Tastendruck.",El Editor de estilos es una forma de administrar estilos y temas. Crea estilos globales para elementos de interfaz de usuario y cámbielos desde una ubicación. Cambia instantáneamente tu tema de interfaz de usuario presionando un botón.,L'éditeur de style permet de gérer les styles et les thèmes. Crée des styles globaux pour les éléments de l'interface utilisateur et modifie-les à partir d'un seul endroit. Change instantanément le thème de ton interface utilisateur en appuyant sur un bouton.,स्टाइल एडिटर स्टाइल और थीम मैनेज करने का एक तरीका है. UI एलिमेंट्स के लिए ग्लोबल स्टाइल बनाएँ और उन्हें एक लोकेशन से बदलें. एक बटन दबाकर तुरंत अपने UI की थीम बदलें.,Editor Gaya adalah cara untuk mengelola gaya dan tema. Buat gaya global untuk elemen UI dan ubah gaya dari satu tempat. Ubah langsung tema UI hanya dengan menekan satu tombol.,"L'Editor di stile ti permette di gestire stili e temi. Qui puoi creare e modificare tutti gli stili per gli elementi dell'interfaccia, e persino modificare all'istante il tema dell'interfaccia utente premendo un pulsante.",スタイル編集を使うと書式とテーマを管理できます。 UI要素のグローバル書式を作成して1ヶ所で変更します。ボタンを押せばすぐにUIテーマを変更できます。,스타일 편집기를 이용하면 스타일과 테마를 관리할 수 있습니다. UI 요소의 전역 스타일을 생성하고 한 곳에서 변경하세요. 버튼을 누르면 UI 테마를 즉시 변경할 수 있습니다.,Edytor stylów umożliwia zarządzanie stylami i motywami. W jednej lokalizacji możesz tworzyć style globalne dla elementów interfejsu użytkownika i zmieniać je. Możesz błyskawicznie zmienić motyw interfejsu użytkownika za naciśnięciem przycisku.,O Editor de estilo é uma maneira de gerenciar estilos e temas. Crie estilos globais para elementos da interface do usuário e altere-os a partir de um único local. Altere instantaneamente seu tema da interface do usuário com um toque de botão.,,เครื่องมือแก้ไขรูปแบบเป็นวิธีในการจัดการรูปแบบและธีม สร้างรูปแบบสากลสำหรับองค์ประกอบ UI และเปลี่ยนแปลงจากตำแหน่งเดียว เปลี่ยนแปลงธีม UI ของคุณได้ในทันทีด้วยการกดปุ่มเพียงครั้งเดียว,"Biçim Düzenleyici, biçimleri ve temaları yönetmeye yarar. Kullanıcı arayüzü unsurları için genel biçimler oluşturup bu biçimleri tek bir yerden değiştirebilirsin. Kullanıcı arayüzü temanı tek bir düğmeyle anında değiştir.","Trình Chỉnh Sửa Kiểu là một công cụ quản lý các kiểu dáng và chủ đề. Bạn có thể tạo ra các kiểu dáng phổ biến cho các yếu tố UI và thay đổi chúng chỉ từ một địa điểm. Thậm chí, bạn còn có thể thay đổi ngay chủ đề UI chỉ với một nút bấm.",样式编辑器可以用于管理样式和主题。为 UI 元素创建全局样式，在一个位置上对其进行更改。按下按钮即可立即更改 UI 主题。,样式编辑器可以用于管理样式和主题。为 UI 元素创建全局样式，在一个位置上对其进行更改。按下按钮即可立即更改 UI 主题。,風格編輯器可用來管理風格和主題。您可在同一個位置建立 UI 元素的全域樣式並進行變更。按下一個按鈕即可立即變更 UI 主題。
