Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.ExplorerPlugin.Plugin.Name,,,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,,ExplorerPlugin,ExplorerPlugin,ExplorerPlugin,,,ExplorerPlugin
Studio.ExplorerPlugin.Plugin.Button,,,Explorer Host,Explorer Host,مضيف المستكشف,Gastgeberforscher,Anfitrión explorador,Hôte de l'explorateur,एक्सप्लोरर होस्ट,Host Eksplorer,Host Esploratore,エクスプローラのホスト,탐색기 호스트,Gospodarz w eksploratorze,Explorer Host,,โฮสต์การสำรวจ,Gezgin Ev Sahibi,Chủ Phòng Khám Phá,,,總管主機
Studio.ExplorerPlugin.Plugin.Description,,,A template for all your studio plugin needs!,A template for all your studio plugin needs!,قالب لجميع احتياجاتك من مكونات studio الإضافية!,Eine Vorlage für alle deine Studio-Plugins!,Una plantilla para todos tus plugins de Studio.,Un modèle pour tous tes besoins de plugin Studio !,आपके studio प्लग-इन की सभी ज़रूरतों के लिए एक टेम्पलेट!,Satu templat untuk semua kebutuhan plugin studiomu!,Un modello per tutte le tue esigenze di plugin per Studio!,Studioプラグインに関するあらゆるニーズに対応するテンプレート！,필요한 모든 Studio 플러그인을 위해 마련된 템플릿!,"Szablon, który zaspokoi wszystkie twoje potrzeby związane z dodatkami plug-in w Studio!",Um modelo para todas as suas necessidades de plugins do Studio!,,เทมเพลตสำหรับทุกความต้องการของปลั๊กอิน Studio ของคุณ!,Studio'daki tüm eklenti ihtiyaçlarını karşılayacak bir taslak!,Một mẫu dành cho mọi nhu cầu plugin studio của bạn!,,,可滿足您所有 Studio 外掛程式需求的範本！
Studio.ExplorerPlugin.BasicExample.Text,,,Capybaras are cute!,Capybaras are cute!,خنزير الماء لطيف!,Capybaras sind süß!,¡Los capibaras son lindos!,Les capybaras sont mignons !,कैपीबरा प्यारे होते हैं!,Capybaras are cute!,I capibara sono carini!,カピバラはかわいい！,귀여운 카피바라!,Kapibary są słodkie!,Capivaras são fofas!,,พวกคาปิบาร่าน่ารักจัง!,Kapibaralar çok şirin!,Capybara thật dễ thương!,,,水豚很可愛！
Studio.ExplorerPlugin.CounterExample.CounterLabel,,,You pressed me {counter} times!,You pressed me {counter} times!,لقد ضغطت علي {counter} مرات!,Du hast mich {counter} mal gedrückt!,Me presionaste {counter} veces.,Tu m'as pressé {counter} fois !,आपने मुझे {counter} बार दबाया!,You pressed me {counter} times!,Mi hai premuto {counter} volte!,{counter} 回押しました,날 {counter}번이나 눌렀군요!,Naciśnięto mnie {counter} razy!,Você me pressionou {counter} vezes!,,คุณกดฉัน {counter} ครั้งแล้ว!,Buraya {counter} kez bastın!,Bạn đã nhấn tôi {counter} lần!,,,您按了我 {counter} 次！
Studio.ExplorerPlugin.CounterExample.Button,,,Push me!,Push me!,ادفعني!,Drück mich!,¡Presióname!,Pousse-moi !,मुझे पुश करें!,Push me!,Premimi!,押す,날 밀어요!,Naciśnij mnie!,Me aperte!,,กดฉันสิ!,Buraya bas!,Hãy nhấn tôi!,,,按下我！
Studio.ExplorerPlugin.ContextMenu.hierarchy,,,Hierarchy,Hierarchy,التسلسل الهرمي,Hierarchie,Jerarquía,Hiérarchie,हाइरार्की,Hierarki,Gerarchia,階層,계층,Hierarchia,Hierarquia,,ลำดับชั้น,Hiyerarşi,Hệ thống cấp bậc,,,階層
Studio.ExplorerPlugin.ContextMenu.morePasteOptions,,,Paste Options,Paste Options,خيارات اللصق,Optionen einfügen,Opciones de pegado,Options de coller,पेस्ट करने के विकल्प,Opsi Tempel,Incolla opzioni,貼り付けオプション,붙여넣기 옵션,Opcje wklejania,Opções de colagem,,วางตัวเลือก,Yapıştırma Seçenekleri,Tùy Chọn Dán,,,貼上選項
Studio.ExplorerPlugin.ContextMenu.insert,,,Insert,Insert,إدراج,Einfügen,Insertar,Insérer,इन्सर्ट करें,Masukkan,Inserisci,挿入,삽입,Wstaw,Inserir,,แทรก,Ekle,Chèn,,,插入
Studio.ExplorerPlugin.ContextMenu.saveAndExport,,,Save / Export,Save / Export,حفظ / تصدير,Speichern / Exportieren,Guardar / Exportar,Sauvegarder/Exporter,सेव करें / एक्सपोर्ट करें,Simpan/Ekspor,Salva/Esporta,保存 / エクスポート,저장/내보내기,Zapisz / Eksportuj,Salvar / Exportar,,บันทึก / ส่งออก,Kaydet / Dışa Aktar,Lưu / Xuất,,,儲存 / 匯出
