Key,Context,Source,en-us
Studio.App.PropertyEnum.Absolute,,Absolute,Absolute
Studio.App.PropertyEnum.Aggregate,,Aggregate,Aggregate
Studio.App.PropertyEnum.AlgorithmAgnostic,,Algorithm Agnostic,Algorithm Agnostic
Studio.App.PropertyEnum.AltScroll,,Alt + Scroll,Alt + Scroll
Studio.App.PropertyEnum.Always,,Always,Always
Studio.App.PropertyEnum.AlwaysAsk,,Always ask,Always ask
Studio.App.PropertyEnum.Auto,,Auto,Auto
Studio.App.PropertyEnum.Automatic,,Automatic,Automatic
Studio.App.PropertyEnum.Benchmark,,Benchmark,Benchmark
Studio.App.PropertyEnum.Client,,Client,Client
Studio.App.PropertyEnum.Custom,A fully custom Script Editor Syntax Highlighting Preset,Custom,Custom
Studio.App.PropertyEnum.Dark,Application theme with darker tones and colors,Dark,Dark
Studio.App.PropertyEnum.Decal,,Decal,Decal
Studio.App.PropertyEnum.DefaultAuto,,Default Auto,Default Auto
Studio.App.PropertyEnum.DeleteLocalFiles,,Delete local files,Delete local files
Studio.App.PropertyEnum.Direct3D11,,Direct3D11,Direct3D11
Studio.App.PropertyEnum.Direct3D9,,Direct3D9,Direct3D9
Studio.App.PropertyEnum.Disabled,,Disabled,Disabled
Studio.App.PropertyEnum.DistanceBased,,DistanceBased,DistanceBased
Studio.App.PropertyEnum.DontReport,,Don't Report,Don't Report
Studio.App.PropertyEnum.DontResume,Option for sync behavior if files in the Filesystem and Studio differ: we will not resume sync,Do not resume,Do not resume
Studio.App.PropertyEnum.Enabled,,Enabled,Enabled
Studio.App.PropertyEnum.English,DO NOT TRANSLATE THIS.  No matter the system language we want to offer language choice in that language.,English,English
Studio.App.PropertyEnum.Extra1,An additional Script Editor Syntax Highlighting Text Color Preset,Extra 1,Extra 1
Studio.App.PropertyEnum.Extra2,A second additional Script Editor Syntax Highlighting Text Color Preset,Extra 2,Extra 2
Studio.App.PropertyEnum.Fast,,Fast,Fast
Studio.App.PropertyEnum.French,DO NOT TRANSLATE THIS.  No matter the system language we want to offer language choice in that language.,français,français
Studio.App.PropertyEnum.Game,,Game,Game
Studio.App.PropertyEnum.GeometryComplexity,,GeometryComplexity,GeometryComplexity
Studio.App.PropertyEnum.HighResolution,,High Resolution,High Resolution
Studio.App.PropertyEnum.Horizontal,,Horizontal,Horizontal
Studio.App.PropertyEnum.Hybrid,,Hybrid,Hybrid
Studio.App.PropertyEnum.IndustryCompatible,"""Industry Compatible"" camera navigation model",Industry Compatible,Industry Compatible
Studio.App.PropertyEnum.Insert,Insert text,Insert,Insert
Studio.App.PropertyEnum.InsertOnEnterReplaceOnTab,"When accepting autocomplete suggestions, insert text with Enter key and replace text with Tab key","Insert On Enter, Replace On Tab","Insert On Enter, Replace On Tab"
Studio.App.PropertyEnum.IterationBased,,Iteration Based,Iteration Based
Studio.App.PropertyEnum.KeepLocal,Option for resuming FileSync behavior when files differ: keep the filesystem (local) version,Always keep local version,Always keep local version
Studio.App.PropertyEnum.KeepLocalFiles,,Keep local files,Keep local files
Studio.App.PropertyEnum.KeepStudio,Option for resuming FileSync behavior when files differ: keep the Studio version,Always keep Studio version,Always keep Studio version
Studio.App.PropertyEnum.Korean,DO NOT TRANSLATE THIS.  No matter the system language we want to offer language choice in that language.,한국어,한국어
Studio.App.PropertyEnum.Level00,,Level 00,Level 00
Studio.App.PropertyEnum.Level01,,Level 01,Level 01
Studio.App.PropertyEnum.Level02,,Level 02,Level 02
Studio.App.PropertyEnum.Level03,,Level 03,Level 03
Studio.App.PropertyEnum.Level04,,Level 04,Level 04
Studio.App.PropertyEnum.Level05,,Level 05,Level 05
Studio.App.PropertyEnum.Level06,,Level 06,Level 06
Studio.App.PropertyEnum.Level07,,Level 07,Level 07
Studio.App.PropertyEnum.Level08,,Level 08,Level 08
Studio.App.PropertyEnum.Level09,,Level 09,Level 09
Studio.App.PropertyEnum.Level10,,Level 10,Level 10
Studio.App.PropertyEnum.Level11,,Level 11,Level 11
Studio.App.PropertyEnum.Level12,,Level 12,Level 12
Studio.App.PropertyEnum.Level13,,Level 13,Level 13
Studio.App.PropertyEnum.Level14,,Level 14,Level 14
Studio.App.PropertyEnum.Level15,,Level 15,Level 15
Studio.App.PropertyEnum.Level16,,Level 16,Level 16
Studio.App.PropertyEnum.Level17,,Level 17,Level 17
Studio.App.PropertyEnum.Level18,,Level 18,Level 18
Studio.App.PropertyEnum.Level19,,Level 19,Level 19
Studio.App.PropertyEnum.Level20,,Level 20,Level 20
Studio.App.PropertyEnum.Level21,,Level 21,Level 21
Studio.App.PropertyEnum.Light,Application theme with brighter tones and colors,Light,Light
Studio.App.PropertyEnum.LowResolution,,Low Resolution,Low Resolution
Studio.App.PropertyEnum.Medium,,Medium,Medium
Studio.App.PropertyEnum.MediumResolution,,Medium Resolution,Medium Resolution
Studio.App.PropertyEnum.Metal,,Metal,Metal
Studio.App.PropertyEnum.Muted,,Muted,Muted
Studio.App.PropertyEnum.NewAPI,TODO add description before shipping,New Audio API,New Audio API
Studio.App.PropertyEnum.NoGraphics,,No Graphics,No Graphics
Studio.App.PropertyEnum.None,,None,None
Studio.App.PropertyEnum.Off,,Off,Off
Studio.App.PropertyEnum.OldAPI,TODO add description before shipping,Legacy Sound API,Legacy Sound API
Studio.App.PropertyEnum.On,,On,On
Studio.App.PropertyEnum.OnlineGame,,Online Game,Online Game
Studio.App.PropertyEnum.OpenGL,,OpenGL,OpenGL
Studio.App.PropertyEnum.PerCore1,,Per Core 1,Per Core 1
Studio.App.PropertyEnum.PerCore2,,Per Core 2,Per Core 2
Studio.App.PropertyEnum.PerCore3,,Per Core 3,Per Core 3
Studio.App.PropertyEnum.PerCore4,,Per Core 4,Per Core 4
Studio.App.PropertyEnum.PerEdge,,Per Edge,Per Edge
Studio.App.PropertyEnum.PerIsland,,Per Island,Per Island
Studio.App.PropertyEnum.Precise,,Precise,Precise
Studio.App.PropertyEnum.Prompt,,Prompt,Prompt
Studio.App.PropertyEnum.Relative,,Relative,Relative
Studio.App.PropertyEnum.Replace,Replace text,Replace,Replace
Studio.App.PropertyEnum.ReplaceOnEnterInsertOnTab,"When accepting autocomplete suggestions, replace text with Enter key and insert text with Tab key","Replace On Enter, Insert On Tab","Replace On Enter, Insert On Tab"
Studio.App.PropertyEnum.Report,,Report,Report
Studio.App.PropertyEnum.RmbScroll,,Right Mouse Button + Scroll,Right Mouse Button + Scroll
Studio.App.PropertyEnum.Roblox,,Roblox,Roblox
Studio.App.PropertyEnum.RobloxDefault,The default Script Editor Syntax Highlighting Text Color Preset,Default,Default
Studio.App.PropertyEnum.RobloxGame,,Roblox Game,Roblox Game
Studio.App.PropertyEnum.RobloxScript,,Roblox Script,Roblox Script
Studio.App.PropertyEnum.Russian,DO NOT TRANSLATE THIS.  No matter the system language we want to offer language choice in that language.,русский,русский
Studio.App.PropertyEnum.Server,,Server,Server
Studio.App.PropertyEnum.SimplifiedChinese,DO NOT TRANSLATE THIS.  No matter the system language we want to offer language choice in that language.,简体中文,简体中文
Studio.App.PropertyEnum.Skip16,,Skip 16,Skip 16
Studio.App.PropertyEnum.Skip2,,Skip 2,Skip 2
Studio.App.PropertyEnum.Skip4,,Skip 4,Skip 4
Studio.App.PropertyEnum.Skip8,,Skip 8,Skip 8
Studio.App.PropertyEnum.Slow,,Slow,Slow
Studio.App.PropertyEnum.Snapshot,,Snapshot,Snapshot
Studio.App.PropertyEnum.Studio,,Studio,Studio
Studio.App.PropertyEnum.SystemDefault,,System Default,System Default
Studio.App.PropertyEnum.Threads1,,Threads 1,Threads 1
Studio.App.PropertyEnum.Threads16,,Threads 16,Threads 16
Studio.App.PropertyEnum.Threads2,,Threads 2,Threads 2
Studio.App.PropertyEnum.Threads3,,Threads 3,Threads 3
Studio.App.PropertyEnum.Threads4,,Threads 4,Threads 4
Studio.App.PropertyEnum.Threads8,,Threads 8,Threads 8
Studio.App.PropertyEnum.Transparent,,Transparent,Transparent
Studio.App.PropertyEnum.Vertical,,Vertical,Vertical
Studio.App.PropertyEnum.VeryFast,,Very Fast,Very Fast
Studio.App.PropertyEnum.VerySlow,,Very Slow,Very Slow
Studio.App.PropertyEnum.Vulkan,,Vulkan,Vulkan
