Key,Context,Source,en-us
Studio.BetaFeatures.AICODescription,,"AI-Powered code completion in Studio Script Editor. Based on existing script and/or comments, AI code suggestion will be triggered automatically.","AI-Powered code completion in Studio Script Editor. Based on existing script and/or comments, AI code suggestion will be triggered automatically."
Studio.BetaFeatures.AICOTermsAndConditions,terms and conditions for being able to use ai-assisted scripting,"Roblox provides the Code Generator tool (the ""Tool"") as an option to [enhance and support your creativity in Studio]. TO USE THE TOOL, YOU MUST ACCEPT AND AGREE TO THE BELOW. IF YOU DO NOT AGREE, YOU MUST NOT USE THE TOOL.
As reminder, the Tool is part of the ""Services"" as defined in the Roblox Terms of Use (the ""Terms""). Accordingly, your use of the Services is subject to the Terms, including the Creator Terms and the Roblox Community Standards, and, among other things, you must (i) use the Tool in a lawful manner and in compliance with all applicable laws, (ii) not reverse engineer, disassemble, decompile, or otherwise attempt to derive or gain access to the Tool; and (iii) use the Tool in a manner that does not infringe or attempt to infringe, misappropriate or otherwise violate any rights of Roblox or any other person or entity.
Due to its nature, the Tool may generate incorrect, misleading, offensive, or other information that is not useful for your purposes and that may be the same, similar, or different among users. The Tool is not intended to provide factual information or advice. ACCORDINGLY, YOUR USE OF THE TOOL IS AT YOUR OWN RISK, AND THE TOOL IS PROVIDED ""AS IS"" AND WITHOUT CONDITION, WARRANTY, GUARANTEE OR REPRESENTATION OF ANY KIND, EXPRESS OR IMPLIED (INCLUDING WITHOUT LIMITATION, ANY WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, TITLE, NON-INFRINGEMENT, OR ERROR-FREE OR UNINTERRUPTED USE OF THE SERVICE). ROBLOX MAKES NO WARRANTY ABOUT CONTENT OR INFORMATION ACCESSIBLE THROUGH OR FROM THE TOOL, AND EXPRESSSLY DISCLAIMS THAT ANY DATA, CONTENT OR INFORMATION RESULTING FROM OR RELATED TO YOUR USE OF THE TOOL IS ACCURATE OR CAN OR SHOULD BE RELIED UPON BY YOU FOR ANY PURPOSE.
The model is trained on no private developer data and uses only public marketplace assets.","Roblox provides the Code Generator tool (the ""Tool"") as an option to [enhance and support your creativity in Studio]. TO USE THE TOOL, YOU MUST ACCEPT AND AGREE TO THE BELOW. IF YOU DO NOT AGREE, YOU MUST NOT USE THE TOOL.
As reminder, the Tool is part of the ""Services"" as defined in the Roblox Terms of Use (the ""Terms""). Accordingly, your use of the Services is subject to the Terms, including the Creator Terms and the Roblox Community Standards, and, among other things, you must (i) use the Tool in a lawful manner and in compliance with all applicable laws, (ii) not reverse engineer, disassemble, decompile, or otherwise attempt to derive or gain access to the Tool; and (iii) use the Tool in a manner that does not infringe or attempt to infringe, misappropriate or otherwise violate any rights of Roblox or any other person or entity.
Due to its nature, the Tool may generate incorrect, misleading, offensive, or other information that is not useful for your purposes and that may be the same, similar, or different among users. The Tool is not intended to provide factual information or advice. ACCORDINGLY, YOUR USE OF THE TOOL IS AT YOUR OWN RISK, AND THE TOOL IS PROVIDED ""AS IS"" AND WITHOUT CONDITION, WARRANTY, GUARANTEE OR REPRESENTATION OF ANY KIND, EXPRESS OR IMPLIED (INCLUDING WITHOUT LIMITATION, ANY WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, TITLE, NON-INFRINGEMENT, OR ERROR-FREE OR UNINTERRUPTED USE OF THE SERVICE). ROBLOX MAKES NO WARRANTY ABOUT CONTENT OR INFORMATION ACCESSIBLE THROUGH OR FROM THE TOOL, AND EXPRESSSLY DISCLAIMS THAT ANY DATA, CONTENT OR INFORMATION RESULTING FROM OR RELATED TO YOUR USE OF THE TOOL IS ACCURATE OR CAN OR SHOULD BE RELIED UPON BY YOU FOR ANY PURPOSE.
The model is trained on no private developer data and uses only public marketplace assets."
Studio.BetaFeatures.AICOTitle,,AI-Powered Code Completion,AI-Powered Code Completion
Studio.BetaFeatures.AcceleratedCollisionPipelineDescription,,Enable Accelerated Collision Detection which improves collision performance for large assemblies.,Enable Accelerated Collision Detection which improves collision performance for large assemblies.
Studio.BetaFeatures.AcceleratedCollisionPipelineTitle,,Accelerated Collision Pipeline,Accelerated Collision Pipeline
Studio.BetaFeatures.AccessoryToolBetaDescription,,Use Accessory Fitting Tool to edit caged clothing items as well as rigid accessories.,Use Accessory Fitting Tool to edit caged clothing items as well as rigid accessories.
Studio.BetaFeatures.AccessoryToolBetaTitle,,Accessory Fitting Tool,Accessory Fitting Tool
Studio.BetaFeatures.AcousticsSimulationApiDescription,Description for the Acoustic Simulation beta feature,"Enables AudioEmitters and AudioListeners to experience occlusion (muffling when blocked), diffraction (bending around corners), and reverberation (bouncing off of surroundings).","Enables AudioEmitters and AudioListeners to experience occlusion (muffling when blocked), diffraction (bending around corners), and reverberation (bouncing off of surroundings)."
Studio.BetaFeatures.AcousticsSimulationApiTitle,Title for the Acoustic Simulation beta feature,Acoustic Simulation,Acoustic Simulation
Studio.BetaFeatures.AdaptiveTimesteppingDescription,,Adaptively take larger timesteps for individual solver islands when possible.,Adaptively take larger timesteps for individual solver islands when possible.
Studio.BetaFeatures.AdaptiveTimesteppingTitle,,Adaptive timestepping,Adaptive timestepping
Studio.BetaFeatures.AnimationCompositorDescription,,"Enables the new Lua based Animation APIs and the frameworks surrounding them. With this new feature, you can now define richer composition of clip-based and procedural animations using the new Lua Animation Library, and use the new ""Compositor Debugger"" plugin. Opting into the beta will also upgrade the default Animate script with a refactored version that uses this new system and adds new default procedural behaviors.","Enables the new Lua based Animation APIs and the frameworks surrounding them. With this new feature, you can now define richer composition of clip-based and procedural animations using the new Lua Animation Library, and use the new ""Compositor Debugger"" plugin. Opting into the beta will also upgrade the default Animate script with a refactored version that uses this new system and adds new default procedural behaviors."
Studio.BetaFeatures.AnimationCompositorTitle,,Animation Compositor,Animation Compositor
Studio.BetaFeatures.AnimationEditorDescription,,Enables the new Beta version of the Animation Editor.,Enables the new Beta version of the Animation Editor.
Studio.BetaFeatures.AnimationEditorTitle,,Animation Editor Beta,Animation Editor Beta
Studio.BetaFeatures.AssetImporterDescription,,"Enable the new smart, unified Avatar and Mesh Importer","Enable the new smart, unified Avatar and Mesh Importer"
Studio.BetaFeatures.AssetImporterTitle,,New Mesh Importer,New Mesh Importer
Studio.BetaFeatures.AssetManagerDescription,,"Manage your assets in a brand new widget, with new features. This replaces the Game Explorer.","Manage your assets in a brand new widget, with new features. This replaces the Game Explorer."
Studio.BetaFeatures.AssetManagerRevampedDescription,Description for the Revamped Asset Manager beta.,"Use the revamped Asset Manager to browse, search, and work with assets.","Use the revamped Asset Manager to browse, search, and work with assets."
Studio.BetaFeatures.AssetManagerRevampedTitle,Title for the Revamped Asset Manager beta,Revamped Asset Manager,Revamped Asset Manager
Studio.BetaFeatures.AssetManagerTitle,,Asset Manager,Asset Manager
Studio.BetaFeatures.AssistantLabDescription,,"Preview next-generation Assistant features, including new UI and advanced AI models. Opt-in anytime and switch back to default Assistant features as needed.","Preview next-generation Assistant features, including new UI and advanced AI models. Opt-in anytime and switch back to default Assistant features as needed."
Studio.BetaFeatures.AssistantLabTitle,,Assistant Lab,Assistant Lab
Studio.BetaFeatures.AssistantMeshGenDescription,Description of the Assistant mesh generation beta feature.,"Adds mesh generation capabilities to the Assistant. Mesh generation can be activated by starting your prompt with ""/generate"".","Adds mesh generation capabilities to the Assistant. Mesh generation can be activated by starting your prompt with ""/generate""."
Studio.BetaFeatures.AssistantMeshGenTitle,Title of the beta feature for Assistant mesh generation.,Assistant Mesh Generation,Assistant Mesh Generation
Studio.BetaFeatures.AsyncPublishDescription,,Keep working in Studio as we publish in the background,Keep working in Studio as we publish in the background
Studio.BetaFeatures.AsyncPublishTitle,,Async Publish Beta,Async Publish Beta
