Key,Context,Source,en-us
Studio.App.Property.ActionOnAutoResumeSync,"The action to take when resuming sync if there is a mismatch between the file's contents in Studio, and the file system",Resume conflicted sync on place open,Resume conflicted sync on place open
Studio.App.Property.ActionOnStopSync,,Keep local files after sync,Keep local files after sync
Studio.App.Property.ActiveColor,,Active Selection Color,Active Selection Color
Studio.App.Property.ActiveHoverOverColor,,Active Hover Over Color,Active Hover Over Color
Studio.App.Property.AdditionalCoreIncludeDirs,,Additional Core Include Dirs,Additional Core Include Dirs
Studio.App.Property.AllowSleep,,Allow Sleep,Allow Sleep
Studio.App.Property.AlwaysSaveScriptChanges,,Always Save Script Changes,Always Save Script Changes
Studio.App.Property.AnimateHoverOver,,Animate Hover Over,Animate Hover Over
Studio.App.Property.AreAnchorsShown,,Are Anchors Shown,Are Anchors Shown
Studio.App.Property.AreAssembliesShown,,Are Assemblies Shown,Are Assemblies Shown
Studio.App.Property.AreAwakePartsHighlighted,,Are Awake Parts Highlighted,Are Awake Parts Highlighted
Studio.App.Property.AreBodyTypesShown,,Are Body Types Shown,Are Body Types Shown
Studio.App.Property.AreCentersOfMassShown,,Are Assembly Centers of Mass Shown,Are Assembly Centers of Mass Shown
Studio.App.Property.AreCollisionCostsShown,,Show Collision Performance,Show Collision Performance
Studio.App.Property.AreConstraintForcesShownForSelectedOrHoveredInstances,,Are Constraint Forces Shown For Selected Or Hovered Instances,Are Constraint Forces Shown For Selected Or Hovered Instances
Studio.App.Property.AreConstraintTorquesShownForSelectedOrHoveredInstances,,Are Constraint Torques Shown For Selected Or Hovered Instances,Are Constraint Torques Shown For Selected Or Hovered Instances
Studio.App.Property.AreContactForcesShownForSelectedOrHoveredAssemblies,,Are Contact Forces Shown For Selected Or Hovered Assemblies,Are Contact Forces Shown For Selected Or Hovered Assemblies
Studio.App.Property.AreContactIslandsShown,,Are Contact Islands Shown,Are Contact Islands Shown
Studio.App.Property.AreContactPointsShown,,Are Contact Points Shown,Are Contact Points Shown
Studio.App.Property.AreFluidForcesShownForSelectedOrHoveredAssemblies,,Show fluid forces for selected or hovered mechanisms,Show fluid forces for selected or hovered mechanisms
Studio.App.Property.AreGravityForcesShownForSelectedOrHoveredAssemblies,,Are Gravity Forces Shown For Selected Or Hovered Assemblies,Are Gravity Forces Shown For Selected Or Hovered Assemblies
Studio.App.Property.AreJointCoordinatesShown,,Are Joint Coordinates Shown,Are Joint Coordinates Shown
Studio.App.Property.AreMagnitudesShownForDrawnForcesAndTorques,,Are Magnitudes Shown For Drawn Forces And Torques,Are Magnitudes Shown For Drawn Forces And Torques
Studio.App.Property.AreMechanismsShown,,Are Mechanisms Shown,Are Mechanisms Shown
Studio.App.Property.AreModelCoordsShown,,Are Model Coords Shown,Are Model Coords Shown
Studio.App.Property.AreNonAnchorsShown,,Are NonAnchors Shown,Are NonAnchors Shown
Studio.App.Property.AreOwnersShown,,Are Owners Shown,Are Owners Shown
Studio.App.Property.ArePartCoordsShown,,Are Part Coords Shown,Are Part Coords Shown
Studio.App.Property.ArePhysicsRejectionsReported,,Are Physics Rejections Reported,Are Physics Rejections Reported
Studio.App.Property.AreRegionsShown,,Are Regions Shown,Are Regions Shown
Studio.App.Property.AreScriptStartsReported,,Are Script Starts Reported,Are Script Starts Reported
Studio.App.Property.AreSolverIslandsShown,,Are Solver Islands Shown,Are Solver Islands Shown
Studio.App.Property.AreTerrainReplicationRegionsShown,,Are Terrain Replication Regions Shown,Are Terrain Replication Regions Shown
Studio.App.Property.AreTimestepsShown,,Are Timesteps Shown,Are Timesteps Shown
Studio.App.Property.AreUnalignedPartsShown,,Are Unaligned Parts Shown,Are Unaligned Parts Shown
Studio.App.Property.AreWorldCoordsShown,,Are World Coords Shown,Are World Coords Shown
Studio.App.Property.AttachDebuggerTo,,Attach Debugger To,Attach Debugger To
Studio.App.Property.AutoCleanEmptyLine,,Auto Clean Empty Line,Auto Clean Empty Line
Studio.App.Property.AutoClosingBrackets,,Auto Closing Brackets,Auto Closing Brackets
