Key,Context,Source,en-us
Studio.App.ScriptingCmd.ACCEPTAICODE,Accept CodeAssist suggestion,Accept CodeAssist suggestion,Accept CodeAssist suggestion
Studio.App.ScriptingCmd.ACCEPTAICODETooltip,Accept ScriptEditor AI CodeAssist suggestion,Accept ScriptEditor AI CodeAssist suggestion,Accept ScriptEditor AI CodeAssist suggestion
Studio.App.ScriptingCmd.ADDCURSORABOVE,,Add cursor above,Add cursor above
Studio.App.ScriptingCmd.ADDCURSORABOVETooltip,,Insert new cursor above current cursors,Insert new cursor above current cursors
Studio.App.ScriptingCmd.ADDCURSORBELOW,,Add cursor below,Add cursor below
Studio.App.ScriptingCmd.ADDCURSORBELOWTooltip,,Insert new cursor below current cursors,Insert new cursor below current cursors
Studio.App.ScriptingCmd.CONFIG,,Config Script Editor,Config Script Editor
Studio.App.ScriptingCmd.CONFIGTooltip,,Configure the Script Editor,Configure the Script Editor
Studio.App.ScriptingCmd.DELETELINES,,Delete Lines,Delete Lines
Studio.App.ScriptingCmd.DELETELINESTooltip,,Delete selected line(s),Delete selected line(s)
Studio.App.ScriptingCmd.DELETETOSTARTOFLINE,,Delete to Start of Line,Delete to Start of Line
Studio.App.ScriptingCmd.DELETETOSTARTOFLINETooltip,,Delete to the start of the current line,Delete to the start of the current line
Studio.App.ScriptingCmd.DISPLAYCHATPROMPT,,AI Code Assistance,AI Code Assistance
Studio.App.ScriptingCmd.DISPLAYCHATPROMPTTooltip,,Ask our chatbot a question about your code,Ask our chatbot a question about your code
Studio.App.ScriptingCmd.DUPLICATESELECTION,,Duplicate Selection,Duplicate Selection
Studio.App.ScriptingCmd.DUPLICATESELECTIONTooltip,,Duplicate current line or selection,Duplicate current line or selection
Studio.App.ScriptingCmd.EVALUATEATCURSOR,,Evaluate at Cursor,Evaluate at Cursor
Studio.App.ScriptingCmd.EVALUATEATCURSORTooltip,,"Evaluate at the current cursor location, while playing","Evaluate at the current cursor location, while playing"
Studio.App.ScriptingCmd.FINDCURRENTWORD,,Find Current Word,Find Current Word
Studio.App.ScriptingCmd.FINDCURRENTWORDBACKWARDS,,Find Current Word Backwards,Find Current Word Backwards
Studio.App.ScriptingCmd.FINDCURRENTWORDBACKWARDSTooltip,,"Find the current word, searching backwards through the doc","Find the current word, searching backwards through the doc"
Studio.App.ScriptingCmd.FINDCURRENTWORDTooltip,,Find the current word,Find the current word
Studio.App.ScriptingCmd.FOLDALL,Collapse all expanded folds in the script,Collapse Script Folds,Collapse Script Folds
Studio.App.ScriptingCmd.FOLDALLTooltip,,Collapse all foldable sections of scripts,Collapse all foldable sections of scripts
Studio.App.ScriptingCmd.FOLDBLOCK,,Fold Code Block,Fold Code Block
Studio.App.ScriptingCmd.FOLDBLOCKTooltip,,Fold a block of code in the script,Fold a block of code in the script
Studio.App.ScriptingCmd.FOLDTOGGLE,,Toggle Code Fold,Toggle Code Fold
Studio.App.ScriptingCmd.FOLDTOGGLETooltip,,Toggle a folded code block,Toggle a folded code block
Studio.App.ScriptingCmd.FORMATALL,,Format Document,Format Document
Studio.App.ScriptingCmd.FORMATALLTooltip,,Format the entire document,Format the entire document
Studio.App.ScriptingCmd.FORMATSEL,,Format Selection,Format Selection
Studio.App.ScriptingCmd.FORMATSELTooltip,,Format selected range of document,Format selected range of document
Studio.App.ScriptingCmd.GOTODECL,,Go to Declaration,Go to Declaration
Studio.App.ScriptingCmd.GOTODECLTooltip,,Go to variable declaration,Go to variable declaration
Studio.App.ScriptingCmd.GOTOERR,,Go to Script Error,Go to Script Error
Studio.App.ScriptingCmd.GOTOERRTooltip,,Focus view on script error,Focus view on script error
Studio.App.ScriptingCmd.GOTOLINE,,Go to Line,Go to Line
Studio.App.ScriptingCmd.GOTOLINETooltip,,Go to a line in the script,Go to a line in the script
Studio.App.ScriptingCmd.GOTOPOS,,Go to Position,Go to Position
Studio.App.ScriptingCmd.GOTOPOSTooltip,,Go to a position in the script,Go to a position in the script
Studio.App.ScriptingCmd.INDENT,,Indent,Indent
Studio.App.ScriptingCmd.INDENTTooltip,,Indent selected line(s),Indent selected line(s)
Studio.App.ScriptingCmd.INSERT,,Insert Text,Insert Text
Studio.App.ScriptingCmd.INSERTTooltip,,Insert text at the given position,Insert text at the given position
Studio.App.ScriptingCmd.INVOKECOLOR3PICKER,,Invoke Color3 Picker,Invoke Color3 Picker
Studio.App.ScriptingCmd.INVOKECOLOR3PICKERTooltip,,Invoke the Color3 Picker widget,Invoke the Color3 Picker widget
Studio.App.ScriptingCmd.INVOKECOMPLETIONS,,Invoke Autocomplete,Invoke Autocomplete
Studio.App.ScriptingCmd.INVOKECOMPLETIONSTooltip,,Invoke the Autocomplete tooltip,Invoke the Autocomplete tooltip
Studio.App.ScriptingCmd.INVOKEHOVER,,Invoke Hover,Invoke Hover
Studio.App.ScriptingCmd.INVOKEHOVERTooltip,,Invoke the type hover tooltip,Invoke the type hover tooltip
Studio.App.ScriptingCmd.INVOKEMLCOMPLETION,,Invoke AI-assisted scripting,Invoke AI-assisted scripting
Studio.App.ScriptingCmd.INVOKEMLCOMPLETIONTooltip,,Attempt to generate autocompleted code using machine learning,Attempt to generate autocompleted code using machine learning
Studio.App.ScriptingCmd.INVOKESIGNATUREHELP,,Invoke Signature Help,Invoke Signature Help
Studio.App.ScriptingCmd.INVOKESIGNATUREHELPTooltip,,Invoke the Signature Help widget,Invoke the Signature Help widget
Studio.App.ScriptingCmd.INVOKESYMBOLS,,Open Script Function Filter,Open Script Function Filter
Studio.App.ScriptingCmd.INVOKESYMBOLSTooltip,,Open the Script Function Filter,Open the Script Function Filter
Studio.App.ScriptingCmd.MOVELINESDOWN,,Move Lines Down,Move Lines Down
Studio.App.ScriptingCmd.MOVELINESDOWNTooltip,,Move selected line(s) downwards,Move selected line(s) downwards
Studio.App.ScriptingCmd.MOVELINESUP,,Move Lines Up,Move Lines Up
Studio.App.ScriptingCmd.MOVELINESUPTooltip,,Move selected line(s) upwards,Move selected line(s) upwards
Studio.App.ScriptingCmd.NEWLINEABOVE,,Insert Newline Above,Insert Newline Above
Studio.App.ScriptingCmd.NEWLINEABOVETooltip,,Insert a newline above the current line,Insert a newline above the current line
Studio.App.ScriptingCmd.NEWLINEAFTERCURSOR,,Insert newline after cursor,Insert newline after cursor
Studio.App.ScriptingCmd.NEWLINEAFTERCURSORTooltip,,Insert a newline after the cursor,Insert a newline after the cursor
Studio.App.ScriptingCmd.NEWLINEBELOW,,Insert Newline Below,Insert Newline Below
Studio.App.ScriptingCmd.NEWLINEBELOWTooltip,,Insert a newline below the current line,Insert a newline below the current line
Studio.App.ScriptingCmd.RELOADSCRIPT,,Reload Script,Reload Script
Studio.App.ScriptingCmd.RELOADSCRIPTTooltip,,"Reload a script after modifying it, while playing","Reload a script after modifying it, while playing"
Studio.App.ScriptingCmd.REMOVELASTCURSOR,,Remove last cursor,Remove last cursor
Studio.App.ScriptingCmd.REMOVELASTCURSORTooltip,,Remove the most recently added cursor,Remove the most recently added cursor
Studio.App.ScriptingCmd.RENAMEDOCSYMBOL,,Rename Document Symbol,Rename Document Symbol
Studio.App.ScriptingCmd.RENAMEDOCSYMBOLTooltip,,Rename the unique identifier for this type,Rename the unique identifier for this type
Studio.App.ScriptingCmd.REPLACE,,Replace Text,Replace Text
Studio.App.ScriptingCmd.REPLACETooltip,,Replace text in an open script,Replace text in an open script
Studio.App.ScriptingCmd.RESETCURSOR,,Reset Cursor,Reset Cursor
Studio.App.ScriptingCmd.RESETCURSORTooltip,,Clear text selection and dismiss floating widgets,Clear text selection and dismiss floating widgets
Studio.App.ScriptingCmd.RUNTOCURSOR,,Run to Cursor,Run to Cursor
Studio.App.ScriptingCmd.RUNTOCURSORTooltip,,Continue execution to the current text cursor position,Continue execution to the current text cursor position
Studio.App.ScriptingCmd.SELECT,,Select Text,Select Text
